symbol,pc1,pc2,pc3
In,-1.2986329357045296e+17,-2.3949803204608147e+17,-3.147490876883161e+16
Ir,-1.249903189085491e+17,-5.521511201417935e+16,-3.691251010154685e+16
K,5.0893867283210054e+17,-2.7730863160561645e+17,5.228884605594505e+16
Kr,3.120116222949299e+16,1.414761140481109e+18,2.4455787881455564e+16
La,-1.345206125026084e+17,-2.3463872278024864e+17,7.8372113391346e+16
Li,-5.484071756124556e+16,-2.6924291063948048e+17,-3.187125772351288e+17
Lr,-1.2425582851265616e+17,-2.3462744039893386e+17,-1.5785922815492515e+17
Lu,-1.3407733623650549e+17,-2.672877322161879e+17,4.949169031978555e+16
Md,-1.2417311327274206e+17,-2.328786966627521e+17,-1.5875052848319312e+17
Mg,-4.791917993906981e+16,2.2855222092688848e+17,-3.24444050908779e+17
Mn,-1.1474328886485069e+17,5.286209934358247e+17,6.57666260755809e+16
Mo,-1.3267923906889995e+17,-3.8066404101764424e+16,1.5021100217900752e+17
N,8.478670202998485e+16,8.344572175479238e+17,3395535489433554.5
Na,1.7250517727936876e+18,-3.170719712578382e+17,-2.392087229729483e+17
Nb,-1.2420329702025882e+17,-2.3445275484849328e+17,-1.58968330977128e+17
Nd,-1.4328831195088211e+17,-2.979464352231831e+17,2.430155547652559e+17
Ni,-1.2195214175578779e+17,7.349343932985374e+16,-3.2195864950975772e+16
No,-1.2417291773208011e+17,-2.328684993743172e+17,-1.5874911748398576e+17
Np,-1.241745709942704e+17,-2.329547156694377e+17,-1.587610472361799e+17
O,1.166645954709043e+18,6.233294150631474e+17,3.999631840280851e+16
Os,-1.2757146710967802e+17,-9.019492146568238e+16,2244652176721554.0
Pa,-1.2426567037081194e+17,-2.3466016801299594e+17,-1.576514359876357e+17
Pb,-1.2098699070992706e+17,-3.2669687328377484e+16,-1.1600834054353702e+17
Pd,-1.2420329702025874e+17,-2.3445275484849328e+17,-1.58968330977128e+17
Pm,-1.3127538453454107e+17,-2.5797037773482138e+17,-9670883784439746.0
Po,-1.2354447539748843e+17,-1.9075089396213962e+17,-1.4880321711710928e+17
Pr,-1.3300250444690152e+17,-2.6373611198025232e+17,2.6059169671596476e+16
Pt,-1.2080996543663347e+17,3.964083098552896e+16,-7.815278751943194e+16
Pu,-1.2426711611942158e+17,-2.346649756318194e+17,-1.5762091174798448e+17
Rb,-9.87511620040034e+16,-2.6800082949057296e+17,5.067278867803387e+16
Rf,-1.2426708854383504e+17,-2.3466488393336774e+17,-1.576214939541904e+17
Rh,-1.2775888637772822e+17,-2.048125158723106e+17,-5.99244621379197e+16
Rn,-1.1931074314978803e+17,2.068999920201735e+16,-1.2366421792400867e+17
Ru,-1.3410224569142587e+17,-1.9904129441801075e+17,8.95112467265184e+16
S,-1.0527236696054877e+17,7.542379873527191e+17,-2.152312652344647e+16
Sb,-1.1925490647487667e+17,3.675065361574987e+16,-1.1564771165285739e+17
Sc,-1.3117366452259242e+17,5.5849221111987896e+16,1.6994266244254656e+17
Si,-1.057763339308822e+17,7.63015308823257e+17,-4820540791829658.0
Sm,-1.3871482538807182e+17,-2.827263292922757e+17,1.468369284129327e+17
Sn,-1.1889892386720325e+17,1.0720814078564277e+17,-8.296505482558502e+16
Sr,-1.3284895934223674e+17,-4.23440015208848e+16,1.5167237510980432e+17
Ta,-1.3471150534512885e+17,-2.3353383078571552e+17,8.358051165083426e+16
Tb,-1.4025022188930042e+17,-2.8783340161566922e+17,1.7920686760798e+17
Tc,-1.3336784588353549e+17,-1.9552125662770778e+17,7.46446942217434e+16
Th,-1.5592690479386998e+17,-3.3854395418023104e+17,5.1127922946286874e+17
Ti,-1.441297672810441e+17,-1.8579262103571885e+17,3.281900235114542e+17
Tl,-1.2655302293717347e+17,-2.161181885025226e+17,-9.418990344139118e+16
Tm,-1.4523604160812352e+17,-1.3540900469582021e+17,3.8306979375740576e+17
U,-1.2417489905920531e+17,-2.3297182399224966e+17,-1.5876341451548966e+17
V,-1.4646229698759622e+17,-2.6505248456167245e+17,3.3589316172474464e+17
W,-1.283952348397923e+17,1.3186148368849696e+17,1.5006596422061846e+17
Xe,2.0573360639740714e+17,8.79292392153168e+17,1.4340486394038024e+16
Y,-1.3218578960600416e+17,-2.582156873288202e+17,1.1028229694725172e+16
Zn,4.380799287886504e+17,3.472925951747859e+17,-4.007798461211074e+16
Zr,-1.3300127167872763e+17,-2.5944058504193565e+17,2.897656937817572e+16
