symbol,pc1,pc2,pc3
Nd,-3.075573599334173e+17,-7.854261143438026e+16,2.548798251762074e+17
Ne,-1.108974911872005e+17,1.8118307886161088e+18,1.1126488700398874e+17
Ni,5.877979117735347e+16,-5.928802398740295e+16,-3.2570768485608984e+16
No,-2.4859483731401427e+17,-1.6577155012118352e+16,-1.551629222860164e+17
Os,-1.0393255820091584e+17,-5.336329541364333e+16,5730969467937777.0
P,4.082680679386223e+17,-7.851767709390995e+16,-7.46656223213426e+16
Pa,-2.5036501758621526e+17,-1.6631448907416462e+16,-1.5401089741532845e+17
Pb,-4.832956724286479e+16,-3.787488304874509e+16,-1.156902658363081e+17
Pd,-2.5017784732018688e+17,-1.6428315496200472e+16,-1.553542450847674e+17
Pm,-2.714015964188179e+17,-3.945953393990631e+16,-3054890423063662.5
Po,-2.0644965536752406e+17,-2.12167857721271e+16,-1.4588671049539456e+17
Pr,-2.7666785214818458e+17,-4.5053287949538936e+16,3.352718474477953e+16
Pt,2.4338181417386332e+16,-4.927878608058638e+16,-7.86318235591356e+16
Pu,-2.5036935599596032e+17,-1.6636157326063806e+16,-1.5397976003040106e+17
Ra,-2.613921701434926e+17,-2.859119722993282e+16,-7.49460686699377e+16
Rb,-2.7708560213310294e+17,-1.3561772068301242e+16,6.15303338143069e+16
Re,-5.008464335936184e+16,-5.868711459393904e+16,1.3861209779951748e+16
Rf,-2.5036927324700064e+17,-1.6636067519713582e+16,-1.5398035393147603e+17
Rh,-2.1914995116491568e+17,-3.4931344759242144e+16,-5.520806144079514e+16
Rn,4764325358400691.0,-4.039877014940544e+16,-1.2454190037036806e+17
Ru,-2.11170783496996e+17,-6.007481390490846e+16,9.665933401527269e+16
S,7.377448926621253e+17,-1.09421430031307e+17,-3.5303257164166104e+16
Sb,2.0897725635596164e+16,-4.286827380462069e+16,-1.1670709159581024e+17
Sc,4.419457916494391e+16,-9.149097417691954e+16,1.7336530326200362e+17
Se,1.1082124340424131e+17,-5.070135653705335e+16,-1.096796058165623e+17
Sg,-2.4831178882177962e+17,-1.660376811020439e+16,-1.551287130078024e+17
Si,7.467462353386376e+17,-1.1280882644725994e+17,-1.8492215307736304e+16
Sm,-2.937898289610454e+17,-6.3664101247772296e+16,1.566994500902175e+17
Sn,9.164232816964386e+16,-5.328137776828813e+16,-8.487695063411704e+16
Sr,-5.398430738772744e+16,-8.147806982067074e+16,1.567259068601734e+17
Ta,-2.4565042601719222e+17,-5.66370756658098e+16,9.130820255486435e+16
Tb,-2.984024457414069e+17,-6.8662485397465416e+16,1.8972813171950915e+17
Tc,-2.0788169132735722e+17,-5.78636428406098e+16,8.146818462590251e+16
Te,-2.877486222627691e+16,-3.77784810810066e+16,-1.2529921816238848e+17
Th,-3.439946532382943e+17,-1.1996449565387643e+17,5.2839088634517165e+17
Ti,-1.944028954539169e+17,-1.0051275556322214e+17,3.391306653010781e+17
Tl,-2.3092913198953856e+17,-2.8448721180613084e+16,-8.984326799858e+16
Tm,-1.4333326606193006e+17,-1.131526462052644e+17,3.9390713505553344e+17
U,-2.4869808070293574e+17,-1.6567447748128296e+16,-1.5517540029565872e+17
V,-2.7332571594567142e+17,-9.616233096907496e+16,3.4855567941424435e+17
W,1.1969637619026208e+17,-9.359845931203442e+16,1.5162789524709325e+17
Xe,8.928489940775155e+17,1.8318451945038173e+17,2.5069711495481504e+16
Y,-2.7134683863250646e+17,-4.288408456484887e+16,1.802479863398892e+16
Yb,-1.046565161672496e+17,-5.672798661949667e+16,2.6940924007504944e+16
Zn,3.850498469111857e+17,4.718066018202839e+17,1106026802909391.2
Zr,-2.723095331800599e+17,-4.57832906704381e+16,3.632568522623373e+16
