condition,K,threshold_scheme,tau,num_edges,gcc_fraction,num_components,avg_shortest_path_gcc,global_efficiency,clustering_coeff,modularity,lambda2_unweighted,lambda2_weighted,spectral_gap_unweighted,spectral_gap_weighted,effective_rank_unweighted,effective_rank_weighted
baseline,31,percentile_95,5.580543628638e+00,289,7.407407407407e-01,2.900000000000e+01,2.467721518987e+00,2.517797392408e-01,1.611680231714e-01,5.720374855151e-04,-1.577338799956e-15,3.654948244423e+01,2.061265021795e+00,2.803270128254e+01,3.142363458324e+01,2.491557004200e+01
baseline,32,percentile_95,6.250562417289e+00,289,7.037037037037e-01,3.300000000000e+01,2.368771929825e+00,2.357620860736e-01,1.401633747488e-01,-9.571689797311e-04,-2.694025595370e-15,3.615773210026e+01,1.899622106266e+00,3.657027435208e+01,2.762223726267e+01,2.454308653031e+01
baseline,33,percentile_95,6.069699740927e+00,289,7.314814814815e-01,3.000000000000e+01,2.399221032132e+00,2.507586246683e-01,1.570362281018e-01,3.885926163410e-03,-4.351027802936e-15,3.759352834932e+01,1.093003581353e+00,4.733720924424e+01,3.143640456963e+01,2.656223084837e+01
baseline,34,percentile_95,6.086107386763e+00,289,7.222222222222e-01,3.100000000000e+01,2.381951381951e+00,2.463366793585e-01,1.631320022607e-01,1.633477083259e-03,-3.306570225020e-15,3.861671160916e+01,1.057212837476e+00,5.761793876348e+01,3.242738621049e+01,2.742581560048e+01
baseline,35,percentile_95,7.887224448856e+00,289,6.203703703704e-01,4.200000000000e+01,2.506105834464e+00,1.808959270797e-01,2.386504502498e-01,4.382258831516e-03,-3.723791957963e-15,3.713523101814e+01,9.714437594987e+00,9.975561363281e+01,2.821552908964e+01,2.810595725758e+01
baseline,36,percentile_95,7.909948559947e+00,289,7.037037037037e-01,3.300000000000e+01,2.695438596491e+00,2.190521518403e-01,2.215014079921e-01,8.828438336762e-04,-4.436416234175e-15,4.366007203986e+01,7.917003826398e+00,1.019891027524e+02,2.951156688615e+01,2.835027504412e+01
baseline,37,percentile_95,6.903064875286e+00,289,7.500000000000e-01,2.800000000000e+01,2.474691358025e+00,2.580448828891e-01,2.122936900450e-01,7.683893356383e-05,-2.054411042692e-15,4.445237080327e+01,1.763176692302e+00,6.574968187249e+01,3.518370912733e+01,2.859471277801e+01
baseline,5,percentile_97,1.291469500021e+00,174,3.981481481481e-01,5.100000000000e+01,1.868217054264e+00,1.023710626514e-01,4.240058969174e-01,4.733993240773e-01,-1.579143344986e-15,2.841302984446e-14,2.586467274972e+00,8.526512829121e-14,1.387825856189e+01,1.419118802032e+01
baseline,6,percentile_97,1.300894300325e+00,174,3.981481481481e-01,5.100000000000e+01,1.868217054264e+00,1.023710626514e-01,4.240058969174e-01,4.713086891448e-01,-1.579143344986e-15,-3.719146626032e-15,2.586467274972e+00,8.526512829121e-14,1.387825856189e+01,1.295014333926e+01
baseline,7,percentile_97,1.593222742021e+00,174,3.796296296296e-01,4.300000000000e+01,1.921951219512e+00,9.968847352025e-02,3.598346884295e-01,3.769088063066e-03,-2.949638199896e-15,7.219112061183e-01,3.201361839018e+00,4.481789298154e-04,2.052102560491e+01,1.656039014089e+01
baseline,8,percentile_97,1.601718247008e+00,174,5.092592592593e-01,4.200000000000e+01,2.894276094276e+00,1.224962501442e-01,3.619655955913e-01,6.003799473896e-03,-2.994191735802e-15,6.926307772796e-01,3.058421965816e+00,3.915678705937e-04,2.170628576691e+01,1.720957975074e+01
baseline,9,percentile_97,1.736308865293e+00,175,3.796296296296e-01,3.700000000000e+01,1.937804878049e+00,1.254038306219e-01,3.058950137654e-01,4.434082940877e-01,-6.719089154499e-15,1.581010899127e+00,4.782099580735e+00,2.352965226066e-03,1.937714820148e+01,1.660950982403e+01
baseline,10,percentile_97,1.615370963803e+00,179,3.796296296296e-01,4.300000000000e+01,1.924390243902e+00,1.000346140533e-01,3.398702120924e-01,1.810341919814e-02,-2.954722199175e-15,1.594527745725e+00,4.219373784888e+00,2.442141725453e-03,2.119392335546e+01,1.662109543390e+01
baseline,11,percentile_97,1.620905887363e+00,179,3.796296296296e-01,4.300000000000e+01,1.924390243902e+00,1.000346140533e-01,3.398702120924e-01,1.826705050841e-02,-2.954722199175e-15,1.642564033838e+00,4.219373784888e+00,2.531636390927e-03,2.119392335546e+01,1.672066141049e+01
baseline,12,percentile_97,1.634370680303e+00,177,3.888888888889e-01,4.200000000000e+01,1.974448315912e+00,1.023133725626e-01,3.335532266088e-01,3.219314601140e-03,-1.873314837471e-15,1.723977105648e+00,4.477575139169e+00,2.756128203600e-03,2.227651288172e+01,1.809610041557e+01
baseline,13,percentile_97,1.601319974587e+00,174,3.888888888889e-01,4.200000000000e+01,1.966318234611e+00,1.021691473405e-01,3.598929680221e-01,1.626213143769e-02,-1.967028644719e-15,1.671779091125e+00,3.239675829224e+00,2.720043175202e-03,2.268943504005e+01,1.835100206576e+01
baseline,14,percentile_97,1.709609370054e+00,174,4.166666666667e-01,4.100000000000e+01,2.120202020202e+00,1.082987192800e-01,3.469293566516e-01,4.278029833627e-01,-3.380644249662e-15,2.249103895219e+00,3.633382488810e+00,6.782787008113e-01,2.389830307444e+01,1.946738992969e+01
baseline,15,percentile_97,1.871006731373e+00,174,4.444444444444e-01,3.800000000000e+01,2.268617021277e+00,1.153513326411e-01,3.434406588646e-01,1.565595781323e-02,-2.157249110506e-15,2.705219421489e+00,4.069298606740e+00,1.108707840281e+01,2.351310537470e+01,1.991187131257e+01
baseline,16,percentile_97,1.826089107536e+00,174,4.722222222222e-01,3.600000000000e+01,2.309803921569e+00,1.248557747779e-01,3.516503269891e-01,3.593409716279e-03,-2.378447969263e-15,3.154443393385e+00,2.657889302620e+00,1.115998640400e+01,2.548159999351e+01,2.160382850462e+01
baseline,17,percentile_97,1.853988968006e+00,174,4.537037037037e-01,3.800000000000e+01,2.316326530612e+00,1.168945425176e-01,3.497659666519e-01,3.934237125278e-01,-2.945783540221e-15,1.609439506597e+00,2.633382488810e+00,1.127151673608e+01,2.591130413047e+01,2.265884238898e+01
baseline,18,percentile_97,1.930996083252e+00,174,4.722222222222e-01,3.600000000000e+01,2.309803921569e+00,1.248557747779e-01,3.516503269891e-01,3.612620443051e-03,-2.378447969263e-15,9.114751384567e-01,2.657889302620e+00,8.742179743975e-01,2.548159999351e+01,2.312535840228e+01
baseline,19,percentile_97,3.120377763244e+00,174,5.277777777778e-01,3.300000000000e+01,2.751253132832e+00,1.328751091991e-01,2.827683542553e-01,1.035192917900e-01,-1.672791376127e-15,7.659498955565e+00,1.994469747214e+00,7.137415090015e+00,2.910714042909e+01,2.228556599842e+01
baseline,20,percentile_97,3.932769743389e+00,174,6.111111111111e-01,3.600000000000e+01,2.992540792541e+00,1.526566285912e-01,3.038536393028e-01,1.699553709179e-03,-1.303274292233e-15,1.182243842625e+01,5.659222967747e+00,5.066284817486e+00,2.500067327621e+01,2.647443608023e+01
baseline,21,percentile_97,4.294724489982e+00,174,7.222222222222e-01,3.100000000000e+01,3.515484515485e+00,1.853007713989e-01,3.026661312293e-01,4.070357509104e-04,-1.547812771336e-15,1.157737593752e+01,5.034894225932e+00,5.271491055747e+00,2.712545119379e+01,2.853317983014e+01
baseline,22,percentile_97,4.611574441377e+00,174,7.129629629630e-01,3.200000000000e+01,3.508202323992e+00,1.811388435610e-01,2.484348566149e-01,1.835391891535e-03,-1.993659414813e-15,1.124943333777e+01,4.582685765908e+00,5.997858605178e+00,2.808602888737e+01,2.943237613506e+01
baseline,23,percentile_97,4.937504323938e+00,174,7.129629629630e-01,3.200000000000e+01,3.476076555024e+00,1.826169460515e-01,2.259466356689e-01,1.096113929496e-03,-2.116043119573e-15,1.143531483464e+01,3.409595258957e+00,6.873170996282e+00,2.674021708668e+01,3.048317194729e+01
baseline,24,percentile_97,4.617530643431e+00,174,7.222222222222e-01,3.100000000000e+01,3.415584415584e+00,1.890973973528e-01,2.342479749568e-01,-5.478260366230e-04,-2.174822832970e-15,1.177404646812e+01,4.238572020752e+00,5.442278781298e+00,2.698948270295e+01,2.907811304331e+01
baseline,25,percentile_97,4.682519654273e+00,174,6.851851851852e-01,3.500000000000e+01,3.167345427619e+00,1.788178476652e-01,2.649716333050e-01,2.909060652847e-03,-1.650561254553e-15,1.496809328374e+01,5.860378199714e+00,8.072107402579e+00,2.646669453442e+01,2.748319291838e+01
baseline,26,percentile_97,5.039676202270e+00,174,6.018518518519e-01,4.400000000000e+01,3.437500000000e+00,1.387429466999e-01,1.800949532382e-01,1.598663746310e-03,-2.729358322665e-15,1.496673820805e+01,5.437565621501e+00,1.008299438787e+01,2.503414547104e+01,2.645531667034e+01
baseline,27,percentile_97,5.808792984582e+00,174,5.092592592593e-01,4.800000000000e+01,2.810774410774e+00,1.143537061761e-01,1.677967013147e-01,7.601630677223e-04,-1.697047716898e-15,1.589149009052e+01,4.906647297811e+00,1.303771270509e+01,2.436456493719e+01,2.560209500339e+01
baseline,28,percentile_97,5.819136294827e+00,174,5.277777777778e-01,4.700000000000e+01,2.803258145363e+00,1.215163427780e-01,1.771610039777e-01,1.674537930835e-03,-2.735617001328e-15,2.291698505323e+01,5.450005527782e+00,1.122394659377e+01,2.493049719328e+01,2.523319267236e+01
baseline,29,percentile_97,6.492564533562e+00,174,6.111111111111e-01,4.300000000000e+01,2.740792540793e+00,1.585121726087e-01,1.851094197499e-01,9.553251806301e-04,-2.641769601061e-15,2.883465250650e+01,3.914859146838e+00,1.765236592078e+01,2.537891876935e+01,2.497790947504e+01
baseline,30,percentile_97,7.937783771630e+00,174,5.925925925926e-01,4.500000000000e+01,2.682043650794e+00,1.535421714549e-01,1.826277036803e-01,1.812185107958e-03,-2.498830916624e-15,3.414091937583e+01,3.301051465473e+00,3.239248649551e+01,2.358394880747e+01,2.436389741390e+01
baseline,31,percentile_97,7.440648874694e+00,174,6.018518518519e-01,4.400000000000e+01,2.653365384615e+00,1.589390792662e-01,1.856948606949e-01,1.307744717285e-04,-2.150113382973e-15,3.654948244423e+01,3.511786756458e+00,2.803270128254e+01,2.386209848724e+01,2.491557004200e+01
baseline,32,percentile_97,8.159661575189e+00,174,5.833333333333e-01,4.600000000000e+01,2.747567844342e+00,1.467260874582e-01,1.684715490271e-01,3.435038047773e-03,-3.027209114089e-15,3.615773210026e+01,3.139499911229e+00,3.657027435208e+01,2.611937418212e+01,2.454308653031e+01
baseline,33,percentile_97,7.886394426365e+00,174,6.111111111111e-01,4.300000000000e+01,2.677389277389e+00,1.625274027922e-01,1.774073149073e-01,-5.165455250673e-05,-1.313613867987e-15,3.759352834932e+01,3.490774535824e+00,4.733720924424e+01,2.535278705706e+01,2.656223084837e+01
baseline,34,percentile_97,7.975366623188e+00,174,6.111111111111e-01,4.300000000000e+01,2.705827505828e+00,1.614832121841e-01,1.912519579186e-01,8.809788676507e-03,-2.246418035954e-15,3.861671160916e+01,3.428295414373e+00,5.761793876348e+01,2.544505615427e+01,2.742581560048e+01
baseline,35,percentile_97,9.969548018416e+00,174,5.092592592593e-01,5.400000000000e+01,2.990572390572e+00,1.091784931349e-01,1.955151158855e-01,2.641964688434e-03,-3.125080557096e-15,3.713523101814e+01,2.874032416732e+00,9.975561363281e+01,2.580063129570e+01,2.810595725758e+01
baseline,36,percentile_97,9.636866961157e+00,174,5.462962962963e-01,4.600000000000e+01,2.496785505552e+00,1.381908388139e-01,2.143501019232e-01,-4.155154919919e-05,-2.226671590569e-15,4.366007203986e+01,3.614216549951e+00,1.019891027524e+02,2.914691262672e+01,2.835027504412e+01
baseline,37,percentile_97,8.882983613249e+00,174,6.481481481481e-01,3.900000000000e+01,2.701863354037e+00,1.814353294104e-01,1.656859601304e-01,9.043280256620e-04,-3.959068637381e-15,4.445237080327e+01,3.480955128979e+00,6.574968187249e+01,2.492943748860e+01,2.859471277801e+01
baseline,5,percentile_99,3.360795554682e+00,58,3.518518518519e-01,6.000000000000e+01,1.947368421053e+00,7.069920387677e-02,7.017930629042e-02,7.013385299741e-04,-5.124932871419e-16,2.841302984446e-14,0.000000000000e+00,8.526512829121e-14,8.022438782887e+00,1.419118802032e+01
baseline,6,percentile_99,3.370220256426e+00,58,3.518518518519e-01,6.000000000000e+01,1.947368421053e+00,7.069920387677e-02,7.017930629042e-02,7.057085492397e-04,-5.124932871419e-16,-3.719146626032e-15,0.000000000000e+00,8.526512829121e-14,8.022438782887e+00,1.295014333926e+01
baseline,7,percentile_99,4.772329036419e+00,101,2.962962962963e-01,5.900000000000e+01,1.937500000000e+00,5.893042575286e-02,1.635802469136e-01,1.444399009709e-03,-2.468438031349e-15,7.219112061183e-01,4.432235637170e+00,4.481789298154e-04,1.307372033211e+01,1.656039014089e+01
baseline,8,percentile_99,4.786376018474e+00,101,3.703703703704e-01,5.800000000000e+01,2.774358974359e+00,6.911272643360e-02,1.544973544974e-01,2.056837099364e-03,-1.303946931705e-15,6.926307772796e-01,4.429090795674e+00,3.915678705937e-04,1.438210780593e+01,1.720957975074e+01
baseline,9,percentile_99,4.734413327339e+00,101,2.962962962963e-01,5.900000000000e+01,1.937500000000e+00,5.893042575286e-02,1.635802469136e-01,1.572566337024e-03,-2.468438031349e-15,1.581010899127e+00,4.432235637170e+00,2.352965226066e-03,1.307372033211e+01,1.660950982403e+01
baseline,10,percentile_99,4.745802991721e+00,101,2.962962962963e-01,5.900000000000e+01,1.937500000000e+00,5.893042575286e-02,1.635802469136e-01,1.650790205291e-03,-2.468438031349e-15,1.594527745725e+00,4.432235637170e+00,2.442141725453e-03,1.307372033211e+01,1.662109543390e+01
baseline,11,percentile_99,4.751406973939e+00,101,2.962962962963e-01,5.900000000000e+01,1.937500000000e+00,5.893042575286e-02,1.635802469136e-01,1.656775622864e-03,-2.468438031349e-15,1.642564033838e+00,4.432235637170e+00,2.531636390927e-03,1.307372033211e+01,1.672066141049e+01
baseline,12,percentile_99,4.764872816854e+00,101,2.870370370370e-01,5.900000000000e+01,1.935483870968e+00,5.633437175493e-02,1.635802469136e-01,2.482567341321e-03,-2.825064828842e-15,1.723977105648e+00,4.522774424948e+00,2.756128203600e-03,1.446193849736e+01,1.809610041557e+01
baseline,13,percentile_99,4.776161835393e+00,102,2.870370370370e-01,5.800000000000e+01,1.935483870968e+00,5.659397715472e-02,1.635802469136e-01,9.119830737791e-05,-2.825064828842e-15,1.671779091125e+00,4.522774424948e+00,2.720043175202e-03,1.471525970213e+01,1.835100206576e+01
baseline,14,percentile_99,4.821425385220e+00,108,3.425925925926e-01,5.500000000000e+01,2.475975975976e+00,6.658301603784e-02,1.895061728395e-01,5.723173578773e-05,-1.496412895417e-15,2.249103895219e+00,4.518846777782e+00,6.782787008113e-01,1.604763405368e+01,1.946738992969e+01
baseline,15,percentile_99,4.913698788228e+00,58,3.518518518519e-01,6.400000000000e+01,2.507823613087e+00,5.927945079035e-02,1.035714285714e-01,2.891689176107e-05,-1.048237352792e-15,2.705219421489e+00,2.634528672748e-02,1.108707840281e+01,9.709531237508e+00,1.991187131257e+01
baseline,16,percentile_99,8.906286860358e+00,77,1.018518518519e-01,8.300000000000e+01,1.000000000000e+00,1.574939425407e-02,1.682098765432e-01,2.604101338717e-05,-2.180806519442e-15,3.154443393385e+00,6.397465589822e+00,1.115998640400e+01,1.587406470517e+01,2.160382850462e+01
baseline,17,percentile_99,1.289616692568e+01,71,1.018518518519e-01,8.500000000000e+01,1.000000000000e+00,1.473981769932e-02,1.212962962963e-01,2.446857544288e-03,-1.761567221871e-15,1.609439506597e+00,6.616069287859e+00,1.127151673608e+01,1.478263772447e+01,2.265884238898e+01
baseline,18,percentile_99,1.691421442565e+01,65,1.018518518519e-01,9.000000000000e+01,1.000000000000e+00,1.234567901235e-02,1.203703703704e-01,3.044949683903e-02,-2.511010681564e-15,9.114751384567e-01,7.148315063273e+00,8.742179743975e-01,1.269087349950e+01,2.312535840228e+01
baseline,19,percentile_99,1.552936495358e+01,64,1.018518518519e-01,9.100000000000e+01,1.000000000000e+00,1.208607361255e-02,1.203703703704e-01,2.816185658269e-01,-2.490478358156e-15,7.659498955565e+00,7.148315063273e+00,7.137415090015e+00,1.244946689393e+01,2.228556599842e+01
baseline,20,percentile_99,1.632579766944e+01,58,1.018518518519e-01,9.000000000000e+01,1.127272727273e+00,1.165339794623e-02,1.077013521458e-01,2.292378159041e-01,-1.999024485176e-15,1.182243842625e+01,6.010121081618e+00,5.066284817486e+00,1.475745788766e+01,2.647443608023e+01
baseline,21,percentile_99,1.644374967569e+01,58,1.018518518519e-01,8.900000000000e+01,1.145454545455e+00,1.173993307950e-02,1.060258671370e-01,8.272044595818e-05,-1.313021995893e-15,1.157737593752e+01,5.790829056184e+00,5.271491055747e+00,1.641621773934e+01,2.853317983014e+01
baseline,22,percentile_99,1.658807955757e+01,58,1.018518518519e-01,8.700000000000e+01,1.181818181818e+00,1.217260874582e-02,1.050411522634e-01,1.617822982292e-03,-1.469215410462e-15,1.124943333777e+01,5.633211536938e+00,5.997858605178e+00,1.719046293385e+01,2.943237613506e+01
baseline,23,percentile_99,1.675037745478e+01,58,1.018518518519e-01,8.500000000000e+01,1.254545454545e+00,1.295142494519e-02,1.342592592593e-01,5.910171268096e-04,-8.204383392089e-16,1.143531483464e+01,5.277184130866e+00,6.873170996282e+00,1.836203882657e+01,3.048317194729e+01
baseline,24,percentile_99,1.645117001728e+01,58,1.018518518519e-01,9.000000000000e+01,1.127272727273e+00,1.165339794623e-02,1.077013521458e-01,2.191032400693e-01,-1.999024485176e-15,1.177404646812e+01,6.010121081618e+00,5.442278781298e+00,1.475745788766e+01,2.907811304331e+01
baseline,25,percentile_99,1.596845491987e+01,58,1.018518518519e-01,9.000000000000e+01,1.127272727273e+00,1.165339794623e-02,1.160493827160e-01,-4.928392967508e-04,-2.572441593958e-15,1.496809328374e+01,6.249514801447e+00,8.072107402579e+00,1.476760913288e+01,2.748319291838e+01
baseline,26,percentile_99,1.549392132276e+01,58,1.111111111111e-01,9.000000000000e+01,1.257575757576e+00,1.251874927887e-02,1.146277590722e-01,1.319323719448e-02,-1.224898842141e-15,1.496673820805e+01,6.260987272754e+00,1.008299438787e+01,1.379422610994e+01,2.645531667034e+01
baseline,27,percentile_99,1.546504875897e+01,58,1.111111111111e-01,9.000000000000e+01,1.272727272727e+00,1.248990423445e-02,1.202160493827e-01,-1.593919699522e-03,-3.313674391992e-15,1.589149009052e+01,6.115918135344e+00,1.303771270509e+01,1.341738846876e+01,2.560209500339e+01
baseline,28,percentile_99,1.544612947993e+01,58,1.018518518519e-01,9.100000000000e+01,1.127272727273e+00,1.159570785739e-02,1.206790123457e-01,1.249644676697e-01,-1.965421734357e-15,2.291698505323e+01,5.865131760675e+00,1.122394659377e+01,1.320625377800e+01,2.523319267236e+01
baseline,29,percentile_99,1.555869699095e+01,58,1.018518518519e-01,8.800000000000e+01,1.181818181818e+00,1.211491865697e-02,1.157407407407e-01,-4.226597682703e-04,-1.057280281145e-15,2.883465250650e+01,5.323225783185e+00,1.765236592078e+01,1.523810997210e+01,2.497790947504e+01
baseline,30,percentile_99,1.568629301698e+01,58,1.759259259259e-01,8.300000000000e+01,2.631578947368e+00,1.823872158763e-02,1.035714285714e-01,8.959549513529e-03,-1.453736022058e-15,3.414091937583e+01,4.457893464359e+00,3.239248649551e+01,1.576936040242e+01,2.436389741390e+01
baseline,31,percentile_99,1.569214019484e+01,58,1.574074074074e-01,8.500000000000e+01,2.419117647059e+00,1.626572054921e-02,1.071355085244e-01,4.878517655763e-03,-1.355391014899e-15,3.654948244423e+01,4.746754417300e+00,2.803270128254e+01,1.551025888188e+01,2.491557004200e+01
baseline,32,percentile_99,1.564109740263e+01,58,1.759259259259e-01,8.300000000000e+01,2.631578947368e+00,1.823872158763e-02,1.035714285714e-01,8.329574129461e-03,-1.453736022058e-15,3.615773210026e+01,4.457893464359e+00,3.657027435208e+01,1.576936040242e+01,2.454308653031e+01
baseline,33,percentile_99,1.638087040523e+01,58,9.259259259259e-02,8.700000000000e+01,1.088888888889e+00,1.199953847929e-02,1.105967078189e-01,1.373903826733e-01,-1.468683547055e-15,3.759352834932e+01,5.106661340449e+00,4.733720924424e+01,1.610182264752e+01,2.656223084837e+01
baseline,34,percentile_99,1.586609898350e+01,58,1.018518518519e-01,8.600000000000e+01,1.345454545455e+00,1.272066458982e-02,1.068930041152e-01,2.315586722457e-01,-1.898605419383e-15,3.861671160916e+01,4.990007486391e+00,5.761793876348e+01,1.675936967468e+01,2.742581560048e+01
baseline,35,percentile_99,1.493001414141e+01,58,1.018518518519e-01,8.600000000000e+01,1.345454545455e+00,1.272066458982e-02,1.068930041152e-01,2.269278680661e-01,-1.898605419383e-15,3.713523101814e+01,4.990007486391e+00,9.975561363281e+01,1.675936967468e+01,2.810595725758e+01
baseline,36,percentile_99,1.756310351205e+01,58,1.759259259259e-01,8.300000000000e+01,2.222222222222e+00,1.926848967347e-02,1.044238683128e-01,-4.014882642695e-03,-1.343488809481e-15,4.366007203986e+01,4.773430317503e+00,1.019891027524e+02,1.562991173253e+01,2.835027504412e+01
baseline,37,percentile_99,1.554525029281e+01,58,1.759259259259e-01,8.300000000000e+01,2.222222222222e+00,1.926848967347e-02,1.044238683128e-01,2.112758649770e-03,-1.073379123086e-15,4.445237080327e+01,4.773430317503e+00,6.574968187249e+01,1.562991173253e+01,2.859471277801e+01
phase_randomized_surrogate,5,fixed_density,2.206625892966e+00,289,7.592592592593e-01,2.700000000000e+01,2.585666967781e+00,2.568247375101e-01,4.404457238280e-01,5.894465302167e-04,-2.761255826700e-15,8.526528896716e+00,2.368883671763e+00,6.648449668953e+01,3.558014189396e+01,3.278248368163e+01
phase_randomized_surrogate,6,fixed_density,2.238537169595e+00,289,7.592592592593e-01,2.700000000000e+01,2.605540499849e+00,2.554315218645e-01,3.971574890963e-01,-2.430884057448e-05,-1.467902491226e-15,9.165943424746e+00,2.806028862742e+00,7.346735166805e+01,3.664393149390e+01,3.385947575984e+01
phase_randomized_surrogate,7,fixed_density,2.318394261738e+00,289,7.500000000000e-01,2.800000000000e+01,2.533024691358e+00,2.538335064036e-01,4.172451759913e-01,2.140443904877e-04,-2.469075846411e-15,1.314594842152e+01,3.320985791359e+00,7.788377915570e+01,3.689621208768e+01,3.536974723894e+01
phase_randomized_surrogate,8,fixed_density,2.409538776300e+00,289,7.962962962963e-01,2.300000000000e+01,2.643775649795e+00,2.747836621668e-01,3.406981464295e-01,7.480037962643e-04,-1.574397488692e-15,1.383950421067e+01,3.843673566533e+00,8.024767947812e+01,4.163525707831e+01,3.695155235571e+01
phase_randomized_surrogate,9,fixed_density,2.572869027456e+00,289,7.777777777778e-01,2.500000000000e+01,2.623063683305e+00,2.648032767971e-01,3.234378886962e-01,-1.765838049384e-04,-1.898257500184e-15,1.532649609016e+01,3.313328267763e+00,7.534983383126e+01,4.491370910653e+01,3.554238208436e+01
phase_randomized_surrogate,10,fixed_density,2.792822489623e+00,289,7.592592592593e-01,2.700000000000e+01,2.546522131888e+00,2.585842852198e-01,3.499743035198e-01,9.017433368507e-04,-2.959892841800e-15,1.572862945269e+01,4.355498796667e+00,7.488947657458e+01,4.204311143754e+01,3.732820232390e+01
phase_randomized_surrogate,11,fixed_density,2.785230577967e+00,289,7.777777777778e-01,2.500000000000e+01,2.581181870338e+00,2.674166378216e-01,3.330320499022e-01,2.723777882547e-04,-1.736811801840e-15,1.747823089989e+01,3.389265384755e+00,7.401026540530e+01,4.373977809281e+01,3.788565304595e+01
phase_randomized_surrogate,12,fixed_density,3.263416308890e+00,289,7.962962962963e-01,2.300000000000e+01,2.659097127223e+00,2.735346717434e-01,3.607540815324e-01,1.063726138508e-03,-1.131112200889e-15,1.748893248161e+01,3.629045693103e+00,6.584521750508e+01,4.290392754002e+01,3.855838916148e+01
phase_randomized_surrogate,13,fixed_density,3.357085118933e+00,289,7.777777777778e-01,2.500000000000e+01,2.617039586919e+00,2.646503980616e-01,3.455791547667e-01,1.237746009430e-03,-1.508724788617e-15,2.061281433813e+01,3.982214126086e+00,6.896842831286e+01,4.299867184686e+01,3.884736711824e+01
phase_randomized_surrogate,14,fixed_density,3.661117632784e+00,289,7.500000000000e-01,2.800000000000e+01,2.535493827160e+00,2.528643129110e-01,3.227969574176e-01,5.059710032716e-04,-2.178381661663e-15,1.949010661106e+01,3.569428782377e+00,8.514521118526e+01,4.353234156348e+01,4.014215630318e+01
phase_randomized_surrogate,15,fixed_density,3.864799069728e+00,289,7.592592592593e-01,2.700000000000e+01,2.545919903643e+00,2.579698857736e-01,3.524683207596e-01,1.823403658318e-03,-2.293595279531e-15,1.960724437534e+01,3.894150995147e+00,1.033050415209e+02,4.195845934206e+01,4.073407441409e+01
phase_randomized_surrogate,16,fixed_density,3.917370502279e+00,289,7.500000000000e-01,2.800000000000e+01,2.519135802469e+00,2.541652244145e-01,3.250058588199e-01,1.742190917097e-03,-1.330926616498e-15,1.961292280992e+01,4.207205288740e+00,1.088154546650e+02,4.256648854857e+01,4.085627992321e+01
phase_randomized_surrogate,17,fixed_density,4.062121338715e+00,289,7.500000000000e-01,2.800000000000e+01,2.502160493827e+00,2.550219222338e-01,3.087322061011e-01,1.312205575043e-04,-1.288636557397e-15,1.930828210397e+01,4.254961557868e+00,1.069175487620e+02,4.215135527700e+01,4.126894153929e+01
phase_randomized_surrogate,18,fixed_density,4.066087653864e+00,289,7.870370370370e-01,2.400000000000e+01,2.584873949580e+00,2.726087458175e-01,3.101529799770e-01,1.724904797360e-04,-7.396449170769e-16,1.904421684858e+01,4.165421935220e+00,1.068203556589e+02,4.334960728033e+01,4.170419350826e+01
phase_randomized_surrogate,19,fixed_density,4.096656482612e+00,289,7.777777777778e-01,2.500000000000e+01,2.545897877223e+00,2.692973347179e-01,2.694583184304e-01,-8.334227684076e-05,-2.475300369708e-15,1.918717837253e+01,4.528918808097e+00,1.090062670953e+02,4.406257930441e+01,4.101250663436e+01
phase_randomized_surrogate,20,fixed_density,4.348311490548e+00,289,7.777777777778e-01,2.500000000000e+01,2.522948938612e+00,2.711607245875e-01,2.727932596275e-01,1.142936824677e-03,-1.729974357929e-15,2.573693800463e+01,3.478438092831e+00,9.079229896335e+01,4.400808366269e+01,4.168626517289e+01
phase_randomized_surrogate,21,fixed_density,4.465805576146e+00,289,7.500000000000e-01,2.800000000000e+01,2.477469135802e+00,2.568535825545e-01,2.602830136495e-01,-4.241191447808e-04,-2.192168364378e-15,2.576489330111e+01,3.188815796234e+00,8.656638290814e+01,4.446856497566e+01,4.177498686931e+01
phase_randomized_surrogate,22,fixed_density,4.610236939776e+00,289,7.500000000000e-01,2.800000000000e+01,2.513271604938e+00,2.544075227876e-01,2.522691756668e-01,-2.795741058260e-04,-1.542140134643e-15,2.733041277704e+01,3.395908931937e+00,8.617644764075e+01,4.449986842982e+01,4.231354749055e+01
phase_randomized_surrogate,23,fixed_density,4.754964651370e+00,289,7.500000000000e-01,2.800000000000e+01,2.532407407407e+00,2.530921887620e-01,2.594733202843e-01,1.773223565561e-03,-1.117813488067e-15,2.564190525398e+01,3.142251495059e+00,8.552178104212e+01,4.435392134457e+01,4.278974824462e+01
phase_randomized_surrogate,24,fixed_density,4.852565478193e+00,289,7.685185185185e-01,2.600000000000e+01,2.531295915369e+00,2.646561670705e-01,2.653971075157e-01,5.092867106306e-04,-1.047918079303e-15,2.550179311672e+01,3.218775992613e+00,8.384814605153e+01,4.472982652979e+01,4.206656532894e+01
phase_randomized_surrogate,25,fixed_density,5.068632531832e+00,289,7.777777777778e-01,2.500000000000e+01,2.531554790591e+00,2.708405445944e-01,2.271725361187e-01,6.764496887710e-04,-2.362706730197e-15,2.563283967537e+01,3.599945493694e+00,8.753594030506e+01,4.435620741579e+01,4.104433377279e+01
