condition,K,threshold_scheme,tau,num_edges,gcc_fraction,num_components,avg_shortest_path_gcc,global_efficiency,clustering_coeff,modularity,lambda2_unweighted,lambda2_weighted,spectral_gap_unweighted,spectral_gap_weighted,effective_rank_unweighted,effective_rank_weighted
phase_randomized_surrogate,17,percentile_97,5.567036726103e+00,174,5.833333333333e-01,4.600000000000e+01,2.651305683564e+00,1.475481712242e-01,1.966785467237e-01,4.040570310880e-04,-1.148287314121e-15,1.930828210397e+01,5.008604238249e+00,1.069175487620e+02,3.447523144121e+01,4.126894153929e+01
phase_randomized_surrogate,18,percentile_97,5.579556193113e+00,174,5.648148148148e-01,4.800000000000e+01,2.630054644809e+00,1.397080881505e-01,1.894529133736e-01,2.458318818466e-04,-2.520484943572e-15,1.904421684858e+01,4.930669238655e+00,1.068203556589e+02,3.524363442800e+01,4.170419350826e+01
phase_randomized_surrogate,19,percentile_97,5.912870127015e+00,174,5.740740740741e-01,4.700000000000e+01,2.687995769434e+00,1.420762662974e-01,1.960074607004e-01,-2.254441630215e-04,-1.798578611727e-15,1.918717837253e+01,4.835906246699e+00,1.090062670953e+02,3.523279151193e+01,4.101250663436e+01
phase_randomized_surrogate,20,percentile_97,5.937336240171e+00,174,6.111111111111e-01,4.300000000000e+01,2.762703962704e+00,1.560863043729e-01,2.235746777048e-01,1.324770457557e-03,-1.264094416590e-15,2.573693800463e+01,3.219433751264e+00,9.079229896335e+01,3.791011553405e+01,4.168626517289e+01
phase_randomized_surrogate,21,percentile_97,6.059345892886e+00,174,6.018518518519e-01,4.400000000000e+01,2.686057692308e+00,1.546902042229e-01,1.928082851006e-01,2.061162174066e-04,-8.990502758785e-16,2.576489330111e+01,3.105106013547e+00,8.656638290814e+01,3.829265520388e+01,4.177498686931e+01
phase_randomized_surrogate,22,percentile_97,6.159545040616e+00,174,6.018518518519e-01,4.400000000000e+01,2.702884615385e+00,1.541104188300e-01,2.263688720216e-01,2.923874293051e-04,-1.049413336983e-15,2.733041277704e+01,2.678803538522e+00,8.617644764075e+01,3.784493862413e+01,4.231354749055e+01
phase_randomized_surrogate,23,percentile_97,6.374870848390e+00,174,5.833333333333e-01,4.600000000000e+01,2.700460829493e+00,1.459443867544e-01,2.033069324005e-01,3.362764016073e-04,-1.008752698015e-15,2.564190525398e+01,3.097208051388e+00,8.552178104212e+01,3.726342134746e+01,4.278974824462e+01
phase_randomized_surrogate,24,percentile_97,6.551396355104e+00,174,5.555555555556e-01,4.900000000000e+01,2.606214689266e+00,1.370456905504e-01,2.238907194489e-01,1.628684033748e-04,-1.382501481001e-15,2.550179311672e+01,3.122929670899e+00,8.384814605153e+01,3.352225300326e+01,4.206656532894e+01
phase_randomized_surrogate,25,percentile_97,6.782070932612e+00,174,5.925925925926e-01,4.500000000000e+01,2.691468253968e+00,1.507903542171e-01,2.081533780149e-01,1.879683624156e-04,-9.483858330230e-16,2.563283967537e+01,3.134059850693e+00,8.753594030506e+01,3.471475937993e+01,4.104433377279e+01
phase_randomized_surrogate,26,percentile_97,7.037187067106e+00,174,5.740740740741e-01,4.700000000000e+01,2.587519830777e+00,1.457078573901e-01,2.019345516501e-01,5.995033436623e-04,-8.476204981106e-16,2.576335823305e+01,3.547525869451e+00,9.555483575986e+01,3.301282273219e+01,4.013701048172e+01
phase_randomized_surrogate,27,percentile_97,7.636384862114e+00,174,5.740740740741e-01,4.700000000000e+01,2.601269169751e+00,1.450501903773e-01,1.607163181230e-01,-3.840526446049e-04,-1.464514190924e-15,3.132606353790e+01,3.092179526437e+00,9.625843306939e+01,3.402197171393e+01,3.924877064315e+01
phase_randomized_surrogate,28,percentile_97,8.083686498706e+00,174,5.648148148148e-01,4.800000000000e+01,2.632240437158e+00,1.398753894081e-01,1.551515888461e-01,1.874113557299e-04,-1.669220162234e-15,3.302139073206e+01,3.317998154435e+00,9.647227675028e+01,3.342033069529e+01,3.904296089302e+01
phase_randomized_surrogate,29,percentile_97,8.680769434745e+00,174,5.648148148148e-01,4.800000000000e+01,2.545901639344e+00,1.429906542056e-01,1.161364280237e-01,-2.464397753052e-04,-1.347177793231e-15,3.295904548551e+01,3.318162522785e+00,9.991849470584e+01,3.334938743286e+01,3.919475317857e+01
phase_randomized_surrogate,30,percentile_97,9.060144705062e+00,174,5.925925925926e-01,4.500000000000e+01,2.568452380952e+00,1.552728741202e-01,1.276583579946e-01,-2.460271615238e-04,-1.616316407622e-15,3.746324080203e+01,2.966910880142e+00,9.902988894110e+01,3.173045913232e+01,3.977213458558e+01
phase_randomized_surrogate,31,percentile_97,9.059157283729e+00,174,5.833333333333e-01,4.600000000000e+01,2.561187916027e+00,1.509288104304e-01,1.219175177853e-01,-1.316860590270e-04,-1.748572263021e-15,3.627641769003e+01,3.112145458341e+00,9.847127945303e+01,3.236337192278e+01,4.002902117388e+01
phase_randomized_surrogate,32,percentile_97,9.259923535489e+00,174,5.740740740741e-01,4.700000000000e+01,2.493389740878e+00,1.495038652359e-01,1.220958068403e-01,9.990164231878e-04,-3.172077742599e-15,4.093488758726e+01,2.839243664234e+00,1.012991156977e+02,3.124823796329e+01,3.987829197312e+01
phase_randomized_surrogate,33,percentile_97,9.356181528543e+00,174,5.648148148148e-01,4.800000000000e+01,2.503825136612e+00,1.447530864198e-01,1.080727670640e-01,2.275680637765e-03,-1.810150776017e-15,3.938015733485e+01,2.715295556936e+00,9.939085931287e+01,2.970739545838e+01,4.045989702588e+01
phase_randomized_surrogate,34,percentile_97,9.380521994554e+00,174,5.740740740741e-01,4.700000000000e+01,2.492332099418e+00,1.495586708204e-01,1.022380397380e-01,-3.334376348741e-04,-2.379747691592e-15,4.078001386991e+01,2.822516106412e+00,1.014058615171e+02,2.985395587410e+01,4.053569089140e+01
phase_randomized_surrogate,35,percentile_97,9.404520525166e+00,174,6.018518518519e-01,4.400000000000e+01,2.556250000000e+00,1.602399907696e-01,1.036135490470e-01,1.122749268865e-04,-1.195985754958e-15,4.294021408816e+01,2.721493993110e+00,1.047057597625e+02,3.062852645881e+01,4.063680423136e+01
phase_randomized_surrogate,36,percentile_97,9.473094289321e+00,174,5.740740740741e-01,4.700000000000e+01,2.485457429931e+00,1.497490481135e-01,1.112636366678e-01,-2.475574617782e-04,-2.592946882881e-15,4.406093704444e+01,2.848912478856e+00,1.057898190693e+02,3.024582420064e+01,4.104716773162e+01
phase_randomized_surrogate,37,percentile_97,9.965574193531e+00,174,5.833333333333e-01,4.600000000000e+01,2.532514080901e+00,1.522499134649e-01,1.001413573717e-01,-8.778222633585e-05,-3.049447365791e-15,4.085797726804e+01,3.073223937354e+00,1.082180675620e+02,3.013339048370e+01,4.133014755293e+01
phase_randomized_surrogate,5,percentile_99,5.972378750407e+00,58,2.962962962963e-01,7.700000000000e+01,3.286290322581e+00,3.479866158994e-02,1.200216450216e-01,2.716091749358e-04,-1.059531076038e-15,8.526528896716e+00,3.451821533498e+00,6.648449668953e+01,1.613597292529e+01,3.278248368163e+01
phase_randomized_surrogate,6,percentile_99,6.075852238700e+00,58,1.851851851852e-01,7.800000000000e+01,2.236842105263e+00,2.457597784701e-02,1.237213403880e-01,4.007757321964e-04,-8.721880262104e-16,9.165943424746e+00,3.254209255909e+00,7.346735166805e+01,1.745974390966e+01,3.385947575984e+01
phase_randomized_surrogate,7,percentile_99,6.175099515072e+00,58,2.685185185185e-01,7.800000000000e+01,2.716748768473e+00,3.251990308065e-02,1.322141849920e-01,3.115899553103e-03,-1.317988372111e-15,1.314594842152e+01,3.377892830646e+00,7.788377915570e+01,1.843662623920e+01,3.536974723894e+01
phase_randomized_surrogate,8,percentile_99,6.265415808466e+00,58,2.777777777778e-01,7.800000000000e+01,2.710344827586e+00,3.449867312796e-02,1.255588033366e-01,8.494126815354e-04,-7.993537682155e-16,1.383950421067e+01,3.162779819543e+00,8.024767947812e+01,1.705153732039e+01,3.695155235571e+01
phase_randomized_surrogate,9,percentile_99,6.444753546224e+00,58,2.685185185185e-01,7.900000000000e+01,2.529556650246e+00,3.346602053767e-02,1.264550264550e-01,1.250500156192e-01,-8.716614110147e-16,1.532649609016e+01,3.184939551386e+00,7.534983383126e+01,1.808982592109e+01,3.554238208436e+01
phase_randomized_surrogate,10,percentile_99,7.249762467862e+00,58,2.962962962963e-01,7.700000000000e+01,2.699596774194e+00,3.816776277835e-02,7.308267863823e-02,-1.187409079956e-03,-7.601928780389e-16,1.572862945269e+01,2.826054081340e+00,7.488947657458e+01,1.807440576000e+01,3.732820232390e+01
phase_randomized_surrogate,11,percentile_99,7.608388997614e+00,58,2.962962962963e-01,7.700000000000e+01,2.830645161290e+00,3.729664243683e-02,9.291726791727e-02,-9.176917652262e-05,-7.677127363957e-16,1.747823089989e+01,2.866780381581e+00,7.401026540530e+01,1.828531552640e+01,3.788565304595e+01
phase_randomized_surrogate,12,percentile_99,8.857818773500e+00,58,2.870370370370e-01,7.800000000000e+01,2.636559139785e+00,3.659859236183e-02,1.041118860563e-01,2.448753083463e-04,-6.425789286114e-16,1.748893248161e+01,2.143909442115e+00,6.584521750508e+01,1.737415037388e+01,3.855838916148e+01
phase_randomized_surrogate,13,percentile_99,9.297347758518e+00,58,2.870370370370e-01,7.800000000000e+01,2.627956989247e+00,3.665051344179e-02,1.039715942494e-01,7.374300604600e-02,-1.131493115411e-15,2.061281433813e+01,2.183655054365e+00,6.896842831286e+01,1.740629473132e+01,3.884736711824e+01
phase_randomized_surrogate,14,percentile_99,9.855651629551e+00,58,2.777777777778e-01,7.900000000000e+01,2.593103448276e+00,3.486500519211e-02,1.009721759722e-01,6.978559354020e-05,-1.005648785053e-15,1.949010661106e+01,3.343400197342e+00,8.514521118526e+01,1.694554351376e+01,4.014215630318e+01
phase_randomized_surrogate,15,percentile_99,1.034745040290e+01,58,2.592592592593e-01,8.100000000000e+01,2.767195767196e+00,3.001326872043e-02,9.857323746213e-02,-5.307307973992e-04,-8.047266691335e-16,1.960724437534e+01,3.365340232623e+00,1.033050415209e+02,1.738725988965e+01,4.073407441409e+01
phase_randomized_surrogate,16,percentile_99,1.030406937094e+01,58,2.407407407407e-01,8.300000000000e+01,2.627692307692e+00,2.714318680051e-02,9.899436982770e-02,-8.688293767376e-04,-7.256794804195e-16,1.961292280992e+01,3.671842616853e+00,1.088154546650e+02,1.660052737344e+01,4.085627992321e+01
phase_randomized_surrogate,17,percentile_99,1.059363436677e+01,58,2.592592592593e-01,8.100000000000e+01,2.634920634921e+00,3.093054113303e-02,1.029467960024e-01,2.328090083504e-03,-8.065512302620e-16,1.930828210397e+01,3.530324807652e+00,1.069175487620e+02,1.629100916754e+01,4.126894153929e+01
phase_randomized_surrogate,18,percentile_99,1.076499394916e+01,58,2.777777777778e-01,7.900000000000e+01,2.903448275862e+00,3.300449982693e-02,9.833921222810e-02,8.133670215333e-02,-7.837880355476e-16,1.904421684858e+01,3.633196477611e+00,1.068203556589e+02,1.829369911004e+01,4.170419350826e+01
phase_randomized_surrogate,19,percentile_99,1.093413410604e+01,58,2.777777777778e-01,7.900000000000e+01,2.926436781609e+00,3.285739010038e-02,9.046714602270e-02,7.164130967779e-04,-1.175512309957e-15,1.918717837253e+01,3.174517855906e+00,1.090062670953e+02,1.884019004222e+01,4.101250663436e+01
phase_randomized_surrogate,20,percentile_99,1.096011663555e+01,58,2.592592592593e-01,8.100000000000e+01,2.642857142857e+00,3.074304834429e-02,1.246410482522e-01,9.328890560210e-02,-1.280267343741e-15,2.573693800463e+01,3.419901058181e+00,9.079229896335e+01,1.926025183964e+01,4.168626517289e+01
phase_randomized_surrogate,21,percentile_99,1.104779309648e+01,58,2.685185185185e-01,8.000000000000e+01,2.807881773399e+00,3.151609553479e-02,1.169803961471e-01,-2.820319783882e-05,-1.240966427683e-15,2.576489330111e+01,2.986160435498e+00,8.656638290814e+01,1.931910329419e+01,4.177498686931e+01
phase_randomized_surrogate,22,percentile_99,1.123242349324e+01,58,2.777777777778e-01,7.900000000000e+01,2.960919540230e+00,3.243913695627e-02,1.057505765839e-01,-1.991714156462e-04,-6.648587213327e-16,2.733041277704e+01,2.826619921605e+00,8.617644764075e+01,1.968437194065e+01,4.231354749055e+01
phase_randomized_surrogate,23,percentile_99,1.188113614891e+01,58,2.777777777778e-01,7.900000000000e+01,2.862068965517e+00,3.310257297796e-02,9.597691403247e-02,-3.330739932176e-03,-7.580623629370e-16,2.564190525398e+01,2.917842360122e+00,8.552178104212e+01,1.873950733413e+01,4.278974824462e+01
phase_randomized_surrogate,24,percentile_99,1.193381725052e+01,58,2.777777777778e-01,7.900000000000e+01,2.839080459770e+00,3.315737856236e-02,9.667164111609e-02,3.038519646652e-04,-1.256457249077e-15,2.550179311672e+01,2.915208623976e+00,8.384814605153e+01,1.838886005605e+01,4.206656532894e+01
phase_randomized_surrogate,25,percentile_99,1.243859805997e+01,58,2.592592592593e-01,8.100000000000e+01,2.748677248677e+00,2.994980962271e-02,8.435679546791e-02,-1.016150625516e-03,-1.342204311824e-15,2.563283967537e+01,2.728136370746e+00,8.753594030506e+01,1.865048230715e+01,4.104433377279e+01
phase_randomized_surrogate,26,percentile_99,1.300724194942e+01,58,2.685185185185e-01,8.000000000000e+01,2.761083743842e+00,3.186223606784e-02,9.845211372989e-02,-1.123430418894e-03,-1.129410455021e-15,2.576335823305e+01,2.549920721695e+00,9.555483575986e+01,1.865001006868e+01,4.013701048172e+01
phase_randomized_surrogate,27,percentile_99,1.424127202688e+01,58,2.777777777778e-01,7.900000000000e+01,2.724137931034e+00,3.409772701050e-02,4.124779541446e-02,-8.400442912060e-04,-1.810548138560e-15,3.132606353790e+01,1.843916177243e+00,9.625843306939e+01,1.943756053393e+01,3.924877064315e+01
phase_randomized_surrogate,28,percentile_99,1.551695935974e+01,58,2.407407407407e-01,8.200000000000e+01,2.452307692308e+00,2.820179993077e-02,4.478982951205e-02,-9.191745309615e-04,-8.151817563640e-16,3.302139073206e+01,1.856394693047e+00,9.647227675028e+01,1.806226337523e+01,3.904296089302e+01
phase_randomized_surrogate,29,percentile_99,1.586293319080e+01,58,2.592592592593e-01,8.000000000000e+01,2.656084656085e+00,3.068535825545e-02,5.511463844797e-02,-1.767024518286e-03,-1.206004113702e-15,3.295904548551e+01,1.814366164953e+00,9.991849470584e+01,1.861676719108e+01,3.919475317857e+01
phase_randomized_surrogate,30,percentile_99,1.617290208993e+01,58,2.962962962963e-01,7.700000000000e+01,2.868951612903e+00,3.692742586824e-02,5.199147560259e-02,1.642070196897e-05,-8.074849698093e-16,3.746324080203e+01,1.627794674295e+00,9.902988894110e+01,1.899265098111e+01,3.977213458558e+01
phase_randomized_surrogate,31,percentile_99,1.623546659658e+01,58,2.777777777778e-01,7.900000000000e+01,2.763218390805e+00,3.377754701742e-02,5.162404467960e-02,5.685892594354e-04,-6.701519863042e-16,3.627641769003e+01,1.511237047044e+00,9.847127945303e+01,1.883566290614e+01,4.002902117388e+01
phase_randomized_surrogate,32,percentile_99,1.715532075173e+01,58,2.962962962963e-01,7.700000000000e+01,2.852822580645e+00,3.700819199262e-02,5.302763080541e-02,3.125349443281e-02,-1.033328192411e-15,4.093488758726e+01,1.651561274670e+00,1.012991156977e+02,1.828053081095e+01,3.987829197312e+01
phase_randomized_surrogate,33,percentile_99,1.655040548688e+01,58,2.777777777778e-01,7.800000000000e+01,2.678160919540e+00,3.433425637475e-02,5.378453850676e-02,7.555771122665e-05,-1.313673951643e-15,3.938015733485e+01,1.539087039588e+00,9.939085931287e+01,1.861942595278e+01,4.045989702588e+01
phase_randomized_surrogate,34,percentile_99,1.676350239427e+01,58,2.870370370370e-01,7.800000000000e+01,2.838709677419e+00,3.519095419407e-02,5.084509112287e-02,7.689824555533e-04,-9.694329564462e-16,4.078001386991e+01,1.630816458519e+00,1.014058615171e+02,1.878496814886e+01,4.053569089140e+01
phase_randomized_surrogate,35,percentile_99,1.651015344127e+01,58,2.777777777778e-01,7.900000000000e+01,2.802298850575e+00,3.343429098881e-02,5.906084656085e-02,-1.075262323804e-03,-9.553764209403e-16,4.294021408816e+01,1.625923020656e+00,1.047057597625e+02,1.869410719551e+01,4.063680423136e+01
phase_randomized_surrogate,36,percentile_99,1.662652912111e+01,58,2.777777777778e-01,7.900000000000e+01,2.822988505747e+00,3.341286324152e-02,5.146237507349e-02,-2.253288991858e-03,-1.598336681401e-15,4.406093704444e+01,1.713759958214e+00,1.057898190693e+02,1.895319686813e+01,4.104716773162e+01
phase_randomized_surrogate,37,percentile_99,1.709566175955e+01,58,2.777777777778e-01,7.900000000000e+01,2.783908045977e+00,3.349486558209e-02,5.820105820106e-02,4.479760336409e-02,-1.083701799751e-15,4.085797726804e+01,2.115115805085e+00,1.082180675620e+02,2.125853561942e+01,4.133014755293e+01
shuffle_temporal_order,5,fixed_density,1.694347442318e+00,289,8.333333333333e-01,1.900000000000e+01,2.662172284644e+00,2.989298488520e-01,3.901861902399e-01,4.352410460332e-04,-1.999981790288e-15,9.478699866114e+00,2.746027642869e+00,4.259941019219e+01,3.360994331335e+01,2.875463989217e+01
shuffle_temporal_order,6,fixed_density,1.777136311684e+00,289,8.148148148148e-01,2.100000000000e+01,2.644984326019e+00,2.882658359294e-01,3.672741093600e-01,2.608926719130e-04,-8.122925857060e-16,1.045236238659e+01,2.335572040417e+00,5.787843880185e+01,3.536392778926e+01,2.931023480470e+01
shuffle_temporal_order,7,fixed_density,1.882778530325e+00,289,8.148148148148e-01,2.100000000000e+01,2.648119122257e+00,2.866620514596e-01,3.701875238274e-01,1.069932759972e-04,-1.098556310385e-15,1.078559591990e+01,2.394292864097e+00,5.770852223100e+01,3.971427468560e+01,3.196250544700e+01
shuffle_temporal_order,8,fixed_density,2.180133710431e+00,289,8.333333333333e-01,1.900000000000e+01,2.725093632959e+00,2.926502826814e-01,3.827833650491e-01,6.461688531757e-05,-1.643036508455e-15,1.388659706310e+01,2.803120956062e+00,5.919279284434e+01,4.147480090865e+01,3.461467541028e+01
shuffle_temporal_order,9,fixed_density,2.383879031082e+00,289,7.962962962963e-01,2.300000000000e+01,2.658823529412e+00,2.732548748125e-01,3.519367626902e-01,5.297221700419e-05,-8.335107774262e-16,1.281978514244e+01,3.258167126015e+00,5.915847142713e+01,4.240757690414e+01,3.476823543620e+01
shuffle_temporal_order,10,fixed_density,2.506360209058e+00,289,8.148148148148e-01,2.100000000000e+01,2.669540229885e+00,2.847871235722e-01,3.256357783439e-01,-2.380667342433e-04,-2.233546866986e-15,1.561989618111e+01,2.821414258413e+00,5.868096976474e+01,4.323119311043e+01,3.710631897751e+01
shuffle_temporal_order,11,fixed_density,2.637604721131e+00,289,7.962962962963e-01,2.300000000000e+01,2.650068399453e+00,2.745875158648e-01,3.265640080681e-01,-1.824024445918e-04,-2.410005206170e-15,1.514256144848e+01,2.848755066436e+00,5.542115029133e+01,4.378343063112e+01,3.779010269553e+01
shuffle_temporal_order,12,fixed_density,2.871046406536e+00,289,8.333333333333e-01,1.900000000000e+01,2.706367041199e+00,2.945886696666e-01,3.496078232961e-01,5.788421599354e-04,-6.046339392488e-16,1.612581591545e+01,3.014191681321e+00,6.917105622743e+01,4.285879809007e+01,3.853469145432e+01
shuffle_temporal_order,13,fixed_density,2.911482301599e+00,289,8.148148148148e-01,2.100000000000e+01,2.662486938349e+00,2.856640129226e-01,3.528413246469e-01,-2.451450808262e-05,-5.226894303888e-16,1.717284633405e+01,3.088103712072e+00,6.866706425752e+01,4.344877096925e+01,3.930032098981e+01
shuffle_temporal_order,14,fixed_density,3.110980617862e+00,289,8.148148148148e-01,2.100000000000e+01,2.661180773250e+00,2.852226837429e-01,3.149862011110e-01,1.060873425500e-04,-2.399290712646e-15,1.953858751318e+01,3.092461816631e+00,6.621744239083e+01,4.690566287011e+01,4.135576102426e+01
shuffle_temporal_order,15,fixed_density,3.433446204955e+00,289,8.148148148148e-01,2.100000000000e+01,2.660919540230e+00,2.849169262721e-01,3.485626163018e-01,-3.017613251184e-05,-2.221585844402e-15,2.159698016806e+01,2.603822701754e+00,6.660644514704e+01,4.609677631839e+01,4.281576294834e+01
shuffle_temporal_order,16,fixed_density,3.478759738381e+00,289,8.333333333333e-01,1.900000000000e+01,2.702871410737e+00,2.941704165225e-01,3.482634891835e-01,1.104262454455e-03,-2.334027944027e-15,2.102696731218e+01,2.780168203331e+00,6.759646760800e+01,4.629655904676e+01,4.304684379864e+01
shuffle_temporal_order,17,fixed_density,3.617780100357e+00,289,8.055555555556e-01,2.200000000000e+01,2.675487837477e+00,2.785335179416e-01,2.991839911644e-01,-1.546511314934e-04,-1.008646370680e-15,2.445718378985e+01,2.935088325376e+00,7.967685057430e+01,4.861676971949e+01,4.322172371662e+01
shuffle_temporal_order,18,fixed_density,3.706977696360e+00,289,7.870370370370e-01,2.400000000000e+01,2.629691876751e+00,2.696780893043e-01,3.120485182505e-01,-1.000276883824e-04,-4.781221581251e-15,2.540084964897e+01,2.427477234591e+00,7.551647306634e+01,4.764447456152e+01,4.360854750638e+01
shuffle_temporal_order,19,fixed_density,3.787004566628e+00,289,7.777777777778e-01,2.500000000000e+01,2.598680436030e+00,2.659715010961e-01,2.700712941520e-01,-5.763766560451e-05,-2.519592932342e-15,2.755969775039e+01,2.375756844615e+00,7.458342146715e+01,4.820341949246e+01,4.379823066170e+01
shuffle_temporal_order,20,fixed_density,3.880664256887e+00,289,8.055555555556e-01,2.200000000000e+01,2.631114675221e+00,2.810978423907e-01,3.055836029869e-01,1.177555249705e-04,-2.173624081726e-15,2.826314994435e+01,2.104539873811e+00,7.634646935005e+01,4.847847221174e+01,4.426405306412e+01
shuffle_temporal_order,21,fixed_density,3.883790997678e+00,289,7.962962962963e-01,2.300000000000e+01,2.588782489740e+00,2.776508595823e-01,3.145469853313e-01,1.351482715128e-03,-2.090824589564e-15,2.856375380316e+01,2.278174830281e+00,7.993737714796e+01,4.835494405701e+01,4.431563168175e+01
shuffle_temporal_order,22,fixed_density,3.940715630346e+00,289,8.148148148148e-01,2.100000000000e+01,2.665621734587e+00,2.846111688012e-01,2.937697589415e-01,-1.411442790003e-04,-1.624783178968e-15,2.940194748022e+01,2.202029780824e+00,8.266679881936e+01,4.799833773069e+01,4.422503792565e+01
shuffle_temporal_order,23,fixed_density,3.999886671111e+00,289,7.962962962963e-01,2.300000000000e+01,2.632558139535e+00,2.752134533287e-01,2.940544051720e-01,1.223610734814e-04,-3.141555083398e-15,2.973653516639e+01,2.407485180681e+00,8.181413510673e+01,4.799063701959e+01,4.454760213928e+01
shuffle_temporal_order,24,fixed_density,4.081243598979e+00,289,7.870370370370e-01,2.400000000000e+01,2.604761904762e+00,2.710049613476e-01,2.732757830407e-01,5.279687587569e-04,-2.544370147841e-15,2.615357561803e+01,2.945483216066e+00,8.714910485156e+01,4.919957960265e+01,4.439333332573e+01
shuffle_temporal_order,25,fixed_density,4.149969117160e+00,289,8.240740740741e-01,2.000000000000e+01,2.681818181818e+00,2.895494404062e-01,2.667003703997e-01,6.205005497294e-04,-1.469848504641e-15,2.615054758175e+01,2.916576533819e+00,8.617932456594e+01,4.812163514447e+01,4.434165782195e+01
shuffle_temporal_order,26,fixed_density,4.330977182935e+00,289,7.962962962963e-01,2.300000000000e+01,2.585499316005e+00,2.780287296643e-01,2.489277892096e-01,2.335884252774e-05,-2.771470644582e-15,2.954466922370e+01,3.238220429730e+00,8.706186037487e+01,4.752349833478e+01,4.401132377719e+01
shuffle_temporal_order,27,fixed_density,4.519324999534e+00,289,7.962962962963e-01,2.300000000000e+01,2.619972640219e+00,2.760701511480e-01,2.174359117442e-01,4.968227549512e-05,-4.666241344577e-16,3.101979232985e+01,2.878167106490e+00,8.809162115232e+01,4.870790035889e+01,4.472525864801e+01
shuffle_temporal_order,28,fixed_density,4.760053256299e+00,289,8.055555555556e-01,2.200000000000e+01,2.569633787757e+00,2.858515057113e-01,2.093098809186e-01,1.020931676250e-04,-1.293062282897e-15,3.245420489081e+01,3.305195995207e+00,8.902388462420e+01,4.751967231964e+01,4.496537008136e+01
shuffle_temporal_order,29,fixed_density,4.898229668769e+00,289,8.055555555556e-01,2.200000000000e+01,2.561079925154e+00,2.863909080420e-01,2.159292593711e-01,2.427465983135e-05,-1.586557637995e-15,3.063118472071e+01,3.107062161659e+00,8.575227065112e+01,4.794914063940e+01,4.565948157492e+01
shuffle_temporal_order,30,fixed_density,5.103523123226e+00,289,8.333333333333e-01,1.900000000000e+01,2.558302122347e+00,3.051142263759e-01,2.189767295159e-01,-4.930382674523e-05,-2.680480917147e-15,3.055771449057e+01,3.575893051447e+00,9.032913466724e+01,4.680796947047e+01,4.569509820626e+01
shuffle_temporal_order,31,fixed_density,5.191814138240e+00,289,8.240740740741e-01,2.000000000000e+01,2.561797752809e+00,2.989558093920e-01,2.378112068880e-01,1.023425307651e-04,-1.571711255915e-15,3.289940226886e+01,3.619615362671e+00,9.150739787805e+01,4.613253766333e+01,4.568701097698e+01
shuffle_temporal_order,32,fixed_density,5.253527004449e+00,289,8.333333333333e-01,1.900000000000e+01,2.571285892634e+00,3.043036806277e-01,2.412991118056e-01,-5.773073996557e-05,-1.343085189569e-15,3.268419972759e+01,3.711708715734e+00,9.358569398216e+01,4.698184300648e+01,4.592287809172e+01
shuffle_temporal_order,33,fixed_density,5.302252014660e+00,289,8.240740740741e-01,2.000000000000e+01,2.551327885598e+00,2.998471212646e-01,2.459631754194e-01,2.000766710862e-05,-6.851599001728e-16,3.466613016182e+01,3.999971484867e+00,9.820700815646e+01,4.777446435667e+01,4.603235122373e+01
shuffle_temporal_order,34,fixed_density,5.259675081445e+00,289,8.333333333333e-01,1.900000000000e+01,2.591760299625e+00,3.024777893158e-01,2.512722189391e-01,3.801761236305e-04,-1.079137038405e-15,3.486996956343e+01,4.209854513210e+00,1.013339233191e+02,4.851300525583e+01,4.622982101314e+01
shuffle_temporal_order,35,fixed_density,5.452426906290e+00,289,8.240740740741e-01,2.000000000000e+01,2.578396322778e+00,2.972885658244e-01,2.395459009400e-01,3.623204118719e-04,-8.584615689607e-16,3.466238645201e+01,4.342011625580e+00,1.058322546411e+02,4.741147749480e+01,4.609774243126e+01
shuffle_temporal_order,36,fixed_density,5.570690357658e+00,289,8.240740740741e-01,2.000000000000e+01,2.564096016343e+00,2.982000692281e-01,2.298749228878e-01,-2.056457739150e-04,-1.319576279350e-15,3.551433210586e+01,4.358515464967e+00,1.076667689439e+02,4.834855490352e+01,4.627723362628e+01
shuffle_temporal_order,37,fixed_density,5.691889819713e+00,289,8.148148148148e-01,2.100000000000e+01,2.554858934169e+00,2.931464174455e-01,1.991051784791e-01,4.935659683705e-04,-1.137936146643e-15,3.524379298700e+01,4.916095657296e+00,1.104831728473e+02,4.747464334979e+01,4.658205726264e+01
shuffle_temporal_order,5,percentile_90,9.514854550060e-01,578,9.722222222222e-01,4.000000000000e+00,2.237545787546e+00,4.712414907119e-01,6.243680484411e-01,-1.518176460214e-05,-2.727253612305e-15,9.478699866114e+00,5.681094001784e+00,4.259941019219e+01,4.887458210883e+01,2.875463989217e+01
shuffle_temporal_order,6,percentile_90,1.014804134497e+00,578,9.907407407407e-01,2.000000000000e+00,2.252689120085e+00,4.857938156225e-01,5.853629191515e-01,-2.936303736897e-05,6.454661088531e-15,1.045236238659e+01,5.074919903578e+00,5.787843880185e+01,4.925220889390e+01,2.931023480470e+01
shuffle_temporal_order,7,percentile_90,1.117878308451e+00,578,9.814814814815e-01,3.000000000000e+00,2.249236298293e+00,4.775008653513e-01,5.455662497190e-01,8.023306193772e-05,2.211470503799e-15,1.078559591990e+01,4.923295363053e+00,5.770852223100e+01,5.177670976578e+01,3.196250544700e+01
