iter,mean_top10_anova_block,mean_top10_anova_period,mean_top10_periodicity_strength
434,2.223023381137e+01,2.160315383675e+01,2.801369753911e+44
435,1.135010085118e+01,2.282146096711e+01,1.066239162832e+44
436,1.261932294562e+01,2.108457341029e+01,7.102394619780e+43
437,2.088113224979e+01,3.326330016324e+01,2.637060480281e+44
438,1.739456842551e+01,3.077619993969e+01,3.408342720323e+44
439,1.656009522577e+01,2.331818335246e+01,4.232536523085e+44
440,1.150132702850e+01,2.717461152893e+01,7.079838359755e+43
441,1.342742223554e+01,2.610960602809e+01,1.066241298926e+44
442,1.609533979274e+01,6.573984798553e+01,2.782515159375e+44
443,1.658975074066e+01,3.514916050240e+01,7.782155803545e+44
444,2.795556048064e+01,8.823989783906e+01,8.221701441023e+44
445,3.189353057276e+01,4.883904335772e+01,3.043256731534e+45
446,1.861034708787e+01,2.486774017474e+01,8.215691196265e+44
447,1.525655988369e+01,1.028952014511e+02,3.506407216903e+44
448,2.072764455240e+01,5.922744859142e+01,1.066233342934e+44
449,1.564213077889e+01,3.196831434353e+01,3.496342945109e+44
450,2.844843488293e+01,4.890766340474e+01,1.204679582344e+45
451,1.275316918547e+01,3.440815357733e+01,1.066249427802e+44
452,1.344985343923e+01,2.575089426852e+01,6.549045019666e+33
453,2.378525262783e+01,7.170373968013e+01,3.401824380877e+44
454,1.425045577662e+01,3.278563898212e+01,4.243261922414e+44
455,1.864016555576e+01,4.727796959251e+01,1.083442512745e+45
456,1.435318545622e+01,3.777188767663e+01,1.066245914950e+44
457,1.445615540034e+01,3.945284845763e+01,7.102382404732e+43
458,1.431484679377e+01,3.469021455412e+01,3.506422744720e+44
459,1.477321479946e+01,3.703310039786e+01,2.801370188351e+44
460,1.590411375380e+01,4.314192630311e+01,4.243252856585e+44
461,1.417115349864e+01,3.465139083829e+01,7.289025784708e+38
462,1.517273234037e+01,3.067260858746e+01,3.516508712019e+44
463,1.525258564061e+01,3.582943971950e+01,7.292742708118e+38
464,1.460165270666e+01,2.423339400617e+01,3.506421255388e+44
465,2.396485474128e+01,3.923009281909e+01,9.414290395275e+44
466,2.063399894519e+01,8.737219874886e+01,4.232556380707e+44
467,1.179059320114e+01,3.467833140466e+01,7.286825378666e+38
468,1.931941029837e+01,4.750874212856e+01,1.791874167013e+45
469,2.119678359456e+01,2.577816116217e+01,2.973200228930e+44
470,1.190488764980e+01,2.284375606010e+01,3.516508343879e+44
471,1.768492480193e+01,6.772155447316e+01,6.497666859719e+44
472,2.339717776842e+01,2.401171484566e+01,7.792793413526e+44
473,1.349307715654e+01,2.671319066535e+01,4.246781866421e+44
474,1.373170168499e+01,3.054510773387e+01,3.411639457740e+44
475,2.630892702020e+01,5.163581771965e+01,7.276596251784e+38
476,1.545089116688e+01,3.776725030095e+01,5.643823573737e+33
477,1.932811894269e+01,3.288098775747e+03,7.102456981030e+43
478,1.602069378157e+01,2.358342832836e+01,7.057154176606e+43
479,1.267878417401e+01,3.498790108493e+01,1.074293968778e+45
480,1.702459493042e+01,2.861796862377e+01,3.494695536273e+44
481,1.654567861213e+01,3.115950212092e+01,2.801390412161e+44
482,1.591692078419e+01,3.631597345322e+01,9.484455324777e+44
483,1.438966461626e+01,3.667993242662e+01,7.099715047754e+43
484,2.039209969880e+01,3.723339166608e+01,7.102371071694e+43
485,1.750978300452e+01,3.736273216210e+01,1.066232585503e+44
486,2.019071731601e+01,3.563398006628e+01,1.498191398307e+45
487,1.897740255275e+01,2.698240791853e+01,3.042634722204e+33
488,1.640285683807e+01,2.093035763885e+01,1.071859102277e+44
489,1.557006693409e+01,3.298559703610e+01,1.071725726219e+44
490,3.329717390850e+01,6.917598127986e+01,1.079347050091e+45
491,3.586979755518e+01,5.089569972583e+01,6.413836959281e+39
492,1.690594541327e+01,3.508791850148e+01,7.050075091484e+44
493,1.620382979982e+01,2.614458728419e+01,2.783456224195e+44
494,1.502254497607e+01,3.366534917751e+01,6.626068056358e+44
495,1.345572653632e+01,3.781458756774e+01,1.850609096922e+45
496,1.307379790489e+01,3.397856205241e+01,2.801387784629e+44
497,2.003305014497e+01,5.150461715809e+01,7.057125456751e+43
498,1.650497784389e+01,2.462962101155e+01,2.890422198019e+39
499,1.425157827468e+01,6.246962875511e+01,2.792440040073e+44
500,2.180593023072e+01,3.694560219667e+01,1.069123390323e+44
501,1.907669279833e+01,5.407495434507e+01,1.071792862797e+44
502,1.308027065156e+01,2.232320500492e+01,1.875977211505e+44
503,1.220164204923e+01,4.891214801724e+01,2.792676429429e+44
504,1.403989345268e+01,3.243111520684e+01,6.417140131803e+39
505,1.367609366396e+01,3.122538536119e+01,7.275889095628e+38
506,1.777635048175e+01,4.053502719879e+01,9.446688047744e+44
507,1.755983306393e+01,3.439805991591e+01,1.319695606813e+45
508,1.443764809882e+01,3.018938564137e+01,1.077304330788e+44
509,1.307288087003e+01,2.589664939542e+01,2.909345518727e+45
510,1.643023202262e+01,5.175085205627e+01,7.102407483044e+43
511,1.739994671216e+01,4.906458231257e+01,6.210718636769e+44
512,1.535650974880e+01,2.735294878339e+01,4.972387826427e+44
513,1.247268908749e+01,3.133776473147e+01,7.281367560788e+38
514,1.418949874795e+01,3.753735578195e+01,1.470742496285e+44
515,2.176186383322e+01,4.386149866113e+01,6.204732861621e+44
516,2.181956134278e+01,2.772184509227e+01,7.102433221873e+43
517,1.301015742491e+01,2.583701349186e+01,6.210109973761e+44
518,1.728243190225e+01,5.938386869410e+01,2.890752096224e+39
519,1.502058574611e+01,2.705256237852e+01,1.066237597041e+44
520,1.625055081823e+01,3.278696475400e+01,1.319998949339e+45
521,2.011408555849e+01,3.633639435657e+01,7.134538997375e+43
522,1.170607963395e+01,2.827731122240e+01,3.408332567198e+44
523,2.490899900285e+01,2.883379285283e+01,1.071766427026e+44
524,1.647315797733e+01,4.090723603956e+01,1.561963090772e+45
525,1.742295535431e+01,2.212832945958e+01,9.402726867117e+44
526,2.596592014655e+01,6.505465506800e+01,8.267114340008e+44
527,1.892258763353e+01,4.030485944795e+01,2.687661089099e+33
528,1.051095990036e+01,4.069912470644e+01,2.801383904361e+44
529,1.385301258791e+01,3.032623197913e+01,1.411255316082e+45
530,1.743599879228e+01,3.466062186899e+01,2.801368787156e+44
531,5.055737841509e+01,3.802358083289e+01,1.081764143024e+44
532,1.596415219275e+01,3.397750370505e+01,3.001237819231e+45
533,1.506429399891e+01,3.702002201761e+01,2.801375656222e+44
534,1.843713518513e+01,3.539426735501e+01,2.645203630663e+44
535,1.160670636637e+01,3.996221237872e+01,1.360270601770e+45
536,1.553662453279e+01,6.159412361847e+01,6.408900835555e+39
537,1.016027457367e+01,5.015863555739e+01,7.057154862653e+43
538,1.263942877190e+01,3.607312297401e+01,7.057125955522e+43
539,1.299697463975e+01,2.633457430304e+01,1.077757709400e+45
540,2.092087147741e+01,2.230323509206e+01,2.639174705857e+44
541,1.721303755114e+01,4.270434707520e+01,2.801387172557e+44
542,1.334174259609e+01,3.146094267433e+01,2.115801702560e+34
543,1.117659622940e+01,4.342257254387e+01,6.209609812783e+44
544,1.719660932309e+01,5.290980307655e+01,1.072470091471e+45
545,1.548173908913e+01,7.849315482327e+01,3.506419580333e+44
546,1.148990867009e+01,2.337937327644e+01,1.071718775634e+44
547,1.099976987784e+01,3.372701091882e+01,7.057342422244e+43
548,2.033431815127e+01,5.018481540779e+01,1.325333834585e+45
549,1.350421986445e+01,2.574852877327e+01,2.801389049583e+44
550,2.113803243313e+01,3.398795629576e+01,1.204106477149e+45
551,1.537524195346e+01,5.212195348225e+01,1.645296165309e+45
552,1.753592992440e+01,5.004250272448e+01,6.221047237470e+44
553,1.348521118459e+01,2.851455094545e+01,1.075332298963e+44
554,1.045305540698e+01,3.409303876723e+01,4.232535734941e+44
555,1.378211860171e+01,3.733210007078e+01,7.057095406559e+43
556,1.254663535061e+01,4.174919066829e+01,7.057556739805e+44
557,1.360479661639e+01,4.166960572548e+01,4.232559294482e+44
558,1.519920262693e+01,3.127715626813e+01,4.253308429649e+44
559,1.951891423021e+01,3.466440806928e+01,3.516530032718e+44
560,2.815142647048e+01,2.766347284481e+01,9.415346368276e+44
561,1.957844203639e+01,3.375128772134e+01,1.204104275918e+45
562,1.497231436555e+01,4.035599891830e+01,1.071718384428e+44
563,1.602920636995e+01,2.696325355376e+01,7.102397878905e+43
564,9.753227209704e+00,4.489932617873e+01,1.071760980608e+44
565,1.149753322516e+01,2.206967776233e+01,7.284971486247e+38
566,1.481920453429e+01,2.539878611142e+01,7.379565957177e+44
567,1.641359265612e+01,1.649410129979e+02,2.639184758257e+44
568,1.131647946758e+01,5.079063342739e+01,3.447993446982e+33
569,1.630336744626e+01,8.717363225017e+01,7.057076417015e+43
570,1.096212383629e+01,4.099893100025e+01,3.420105516081e+44
571,1.989431320807e+01,4.926570660300e+01,3.410328213575e+44
572,1.525038088547e+01,2.985682322347e+01,5.999864565519e+44
573,1.335130251696e+01,3.997891606909e+01,9.415353916416e+44
574,1.629609163354e+01,3.778268433242e+01,4.243589621779e+44
575,1.777870457946e+01,2.071630218305e+01,9.408338872542e+44
576,1.225489517247e+01,3.221224098924e+01,1.071053722153e+44
577,3.020137365719e+01,3.523241353117e+01,7.843950874432e+44
578,2.463623740521e+01,4.163951300677e+01,3.523645395639e+44
579,1.770992890292e+01,2.626807483181e+01,7.102367641277e+43
580,1.425889774313e+01,2.806254120828e+01,7.117808993744e+43
581,1.523141622612e+01,1.834916126618e+02,6.191801706458e+44
582,1.647945849233e+01,3.503932390057e+01,7.066964554282e+43
583,1.698003536174e+01,2.898137021446e+01,7.363867451265e+44
584,1.807415077007e+01,4.574656313353e+01,4.237220110023e+44
585,1.792852778037e+01,2.751799296108e+01,4.763084666025e+33
586,1.726443082436e+01,6.860826343969e+01,7.784379806704e+44
587,1.059974090570e+01,3.616996613534e+01,7.274202183489e+38
588,1.404268197107e+01,3.277453064239e+01,6.618415793667e+44
589,9.456964363771e+00,2.871329393184e+01,7.099716789959e+43
590,1.630348245955e+01,2.017138820718e+01,2.799035511589e+44
591,1.405109590922e+01,3.040672496579e+01,1.075337025875e+44
592,1.865236047992e+01,4.490371173306e+01,1.325028492383e+45
593,2.473809694769e+01,7.544247513457e+01,1.087413665478e+44
594,1.507202776779e+01,4.436150043547e+01,1.268654885842e+45
595,1.683116201275e+01,4.080344043393e+01,7.289783630338e+38
596,1.617965754089e+01,5.373946784871e+01,6.010459414619e+44
597,1.612155765218e+01,3.864557160890e+01,4.241639926631e+44
598,1.989379763401e+01,3.119523591364e+01,1.066246391831e+44
599,2.014075304632e+01,2.996598215763e+01,7.285474328594e+38
600,1.140975867174e+01,2.541852840093e+01,6.223333517602e+44
601,1.567054460501e+01,4.167707239003e+01,1.178577473341e+45
602,1.960090708561e+01,8.463808228217e+01,1.067436924237e+44
603,1.422684158822e+01,4.004184240840e+01,9.402728344250e+44
604,1.733701725054e+01,6.466106603618e+01,4.232542644184e+44
605,1.132442666794e+01,3.247537081674e+01,7.041706510140e+43
606,1.968522629614e+01,3.298992629541e+01,1.179508211496e+34
607,1.444186113503e+01,2.724535588272e+01,7.188050892981e+43
608,1.780572690435e+01,3.270308908241e+01,7.102369152476e+43
609,1.570756387394e+01,2.395678035034e+01,3.805415164445e+44
610,1.110403191181e+01,3.453073062558e+01,1.076038732051e+44
611,1.528367124344e+01,2.604192074681e+01,7.102424732753e+43
612,2.121022939631e+01,1.709596393713e+02,6.514959419548e+44
613,1.142899262761e+01,2.408726320565e+01,8.190722261132e+44
614,1.228759464734e+01,2.068159953543e+01,2.792403158993e+44
615,1.806072468133e+01,3.084403565325e+01,7.102426934113e+43
616,1.826766475814e+01,3.530557811047e+01,6.773043942524e+44
617,1.971238004274e+01,3.953477725977e+01,7.057347277780e+43
618,2.168997994356e+01,3.509821005459e+01,6.223333989728e+44
619,1.663236111186e+01,3.085952606535e+01,1.740047816650e+33
620,1.874916927038e+01,6.010251953640e+01,7.168281609333e+44
621,1.142557496647e+01,2.546829140758e+01,2.890652935025e+39
622,2.078344941495e+01,2.535936656543e+01,3.411333551935e+44
623,1.696634622972e+01,3.046064086253e+01,7.134546035783e+43
624,1.414661391319e+01,3.521340134068e+01,6.764593836350e+44
625,1.756963456126e+01,4.313843254119e+01,2.801387837424e+44
626,1.337737133277e+01,2.949095862211e+01,1.066243379596e+44
627,1.955814429470e+01,2.180773908298e+01,1.066236612146e+44
628,1.797539752845e+01,3.079491342018e+01,7.143860496365e+44
629,1.353105830256e+01,3.305164529445e+01,4.243253157937e+44
630,1.664885398381e+01,3.273662768480e+01,1.320645709210e+45
631,1.029143141160e+01,2.827506656466e+01,9.402730943157e+44
632,1.340368781339e+01,2.535597038234e+01,7.099685305679e+43
633,1.580273376959e+01,4.000299811526e+01,1.066239218938e+44
634,1.443582847861e+01,2.369278480397e+01,2.971672212155e+44
635,2.008270038722e+01,3.901522026163e+01,7.285548221372e+38
636,1.919958422659e+01,2.541755959711e+01,9.402752239788e+44
637,1.336107334009e+01,2.784681290839e+01,4.637088861184e+44
638,1.472680812863e+01,5.492862649467e+01,3.506417315896e+44
639,1.922847459350e+01,2.718357872379e+01,2.621120758752e+33
640,1.621887375694e+01,4.279487459326e+01,5.735855584042e+44
641,1.733961960014e+01,4.134402170192e+01,2.887060677188e+39
642,1.439659686993e+01,2.524326253298e+01,2.792397077468e+44
643,2.059002545085e+01,3.374681114031e+01,1.204887396950e+45
644,1.781489931554e+01,4.543309491922e+01,1.085053833238e+45
645,1.564684409482e+01,3.903308253151e+01,1.071761605031e+44
646,3.841755142510e+01,4.716441044236e+01,1.066248844127e+44
647,1.267089038533e+01,5.162498655153e+01,7.057072142468e+43
648,2.687388308836e+01,7.043429246922e+01,1.096921576450e+45
649,1.098704146508e+01,3.942086720108e+01,1.293202809042e+45
650,1.392471375867e+01,5.361027966134e+01,7.352956592075e+44
651,1.807258221309e+01,3.480123115235e+01,3.506420411634e+44
652,1.603371296508e+01,3.523746927556e+01,6.008584848043e+44
653,1.835062265088e+01,4.454154412134e+01,4.232565472194e+44
654,1.901824067521e+01,5.906434963032e+01,1.322231192034e+45
655,1.735947303136e+01,2.939834297181e+01,6.204711402246e+44
656,1.593339300278e+01,4.051281674594e+01,1.066237731973e+44
657,9.749069940269e+00,2.301439851852e+01,3.516502014458e+44
658,2.232121448928e+01,3.004118942204e+01,7.102377366451e+43
659,1.739257114369e+01,6.099553468427e+01,6.021777288657e+44
660,1.750056087254e+01,3.531912163662e+01,6.785558340786e+33
661,1.880030857321e+01,2.255013534514e+01,3.506414814693e+44
662,2.404784922340e+01,3.391472952240e+01,3.506414377895e+44
663,1.730891994185e+01,4.275610883693e+01,4.232562745202e+44
664,1.161440517197e+01,2.515530847305e+01,4.043843064338e+44
665,1.547654514497e+01,4.118961538107e+01,2.785858440053e+44
666,1.824184538682e+01,3.643154720573e+01,2.105949771972e+33
667,1.625085869461e+01,3.714625895732e+01,3.496348487619e+44
668,1.241674299272e+01,3.067208810832e+01,6.021782272208e+44
669,1.538758167480e+01,6.247967253634e+01,6.849639907776e+33
670,1.374186428227e+01,2.478676641602e+01,7.286167336184e+38
671,2.199706113096e+01,3.866967057264e+01,1.866806170136e+44
672,1.347819833857e+01,4.957594140247e+01,7.145176053592e+43
673,1.427638440044e+01,2.502085312391e+01,9.402725825596e+44
674,1.442862022710e+01,3.325193771348e+01,8.220152685621e+44
675,1.854215106021e+01,4.682137978918e+01,1.849958323764e+45
676,1.804514039071e+01,6.345141760620e+01,6.618440703052e+44
677,1.896505431341e+01,4.141455734554e+01,7.353006648328e+44
678,1.723056380472e+01,3.037316284359e+01,6.413103853977e+39
679,1.550827658072e+01,2.309001615321e+01,7.061301027568e+44
680,2.677467183946e+01,4.591526552023e+01,2.889973126602e+39
681,1.481792117546e+01,3.822664424356e+01,1.790912502268e+45
682,1.654586721298e+01,3.048737884767e+01,3.506417948369e+44
683,1.340673293677e+01,2.866540499791e+01,4.235386623357e+44
684,1.519459540967e+01,1.976963994130e+01,1.085507651016e+45
685,1.850234107975e+01,2.332624030225e+01,1.331413937120e+45
686,2.029391072635e+01,2.540102415023e+01,1.025093574799e+45
687,1.658165922962e+01,3.899452564306e+01,7.057065091426e+43
688,1.572688691574e+01,5.107640893672e+01,1.019708429010e+34
689,1.788782201723e+01,2.886778531287e+01,3.401821607314e+44
690,2.432513766274e+01,4.405503453156e+01,3.401823829545e+44
691,1.695203585440e+01,1.904343308885e+02,6.497658307822e+44
692,1.813801817060e+01,5.596802290351e+01,2.890195389734e+39
693,1.570183473106e+01,3.116711397885e+01,2.889917428947e+39
694,1.384951366494e+01,3.938869128895e+01,9.561518207086e+44
695,1.489850641651e+01,2.733796204592e+01,2.891412980697e+39
696,1.681762452175e+01,6.573017573540e+01,1.068158879224e+44
697,1.493364422825e+01,4.260995430123e+01,8.195135708749e+44
698,2.120739395712e+01,6.053801350008e+01,3.492320345668e+44
699,1.733338441623e+01,3.391345867835e+01,1.066236396337e+44
700,1.855531060608e+01,2.794579988638e+01,1.114329131310e+34
701,2.061955709089e+01,5.762036430279e+01,4.026258560793e+33
702,1.538885887798e+01,5.096302617396e+01,2.576017684749e+45
703,1.952948367435e+01,4.927867337279e+01,9.378278676993e+44
704,1.356879394451e+01,2.709830961273e+01,2.794006282374e+44
705,1.874274948124e+01,4.963203399267e+01,3.493520928142e+44
706,1.543226226928e+01,6.308950171234e+01,7.057127481084e+43
707,1.588557261858e+01,2.345817891426e+01,4.243258591159e+44
708,1.633969008666e+01,4.888719017116e+01,2.888691069110e+39
709,1.228612646777e+01,4.315260672448e+03,1.066242375031e+44
710,1.697434259249e+01,2.651652142810e+01,8.193430448889e+44
711,1.671828889579e+01,2.432164326162e+01,7.283482999591e+38
712,2.274472178128e+01,3.162010993921e+01,3.389575693212e+44
713,1.684122042645e+01,5.195879995021e+01,4.232548730661e+44
714,2.419601994979e+01,3.864678774240e+01,1.641400567348e+45
715,1.434410178299e+01,4.347265256412e+01,4.240401548722e+44
716,1.718067754043e+01,3.570599813373e+01,1.066237560761e+44
717,1.775417957742e+01,3.883776998841e+01,3.490252589342e+44
718,1.481917542813e+01,4.222638672666e+01,3.417052194688e+44
719,1.127559614524e+01,4.586198079582e+01,4.232516160821e+44
720,1.688781887464e+01,4.203089386211e+01,1.161020562457e+45
721,2.376965813702e+01,4.155798872924e+01,6.223345055973e+44
722,1.273373679402e+01,3.994098969812e+01,3.392328315451e+33
723,1.431947270550e+01,6.073092666507e+01,3.496337611728e+44
724,1.682093161780e+01,4.292063715097e+01,8.206392633300e+44
725,1.618317811504e+01,2.018674062869e+01,7.057128847015e+43
726,1.454568486990e+01,4.536604356195e+01,1.066245740660e+44
727,1.476015915625e+01,2.437751491353e+01,2.807563679900e+44
728,2.742693083466e+01,4.190588821232e+01,8.206416960600e+44
729,2.838213440817e+01,2.670553704353e+01,4.237252777275e+44
730,1.903994619500e+01,2.014790375333e+01,1.041298439520e+45
731,2.046103859157e+01,3.311593575280e+01,6.411011480614e+39
732,1.485348786240e+01,3.376359195767e+01,3.506418009658e+44
733,1.696198895053e+01,3.566170476517e+01,6.023518339601e+44
734,1.159677511664e+01,2.295515622341e+01,1.774018319271e+45
735,1.110556987079e+01,4.968427182463e+01,1.066240447704e+44
736,2.016509457381e+01,5.715212828815e+01,1.066239689695e+44
737,1.660092232327e+01,6.129827860038e+01,1.088082794480e+44
738,1.945847722654e+01,2.545633451268e+01,2.783720417037e+44
739,1.141584141985e+01,2.861254531521e+01,4.241637595202e+44
740,2.016648829513e+01,3.063958569917e+01,6.755817148581e+44
741,1.350561185930e+01,3.274448945813e+01,7.168285951189e+44
742,1.614721914718e+01,3.216981485561e+01,2.785853851454e+44
743,1.615660654715e+01,2.925872038766e+01,3.516513745803e+44
744,1.146033438143e+01,3.793297177811e+01,8.200374999458e+44
745,1.533179727803e+01,3.944803316193e+01,3.506426752990e+44
746,1.780500038106e+01,3.756272491127e+01,7.102432380150e+43
747,1.524610293408e+01,4.038691780863e+01,4.875748781711e+44
748,1.442312916787e+01,3.624173269865e+01,8.206413874299e+44
749,1.850212368218e+01,2.833856412137e+01,4.246767125033e+44
750,2.222613252430e+01,3.665112619592e+01,3.496342857854e+44
751,1.362393153280e+01,3.178130160946e+01,7.134567752464e+43
752,1.434792646335e+01,2.993483065033e+01,3.506418627966e+44
753,1.161263401321e+01,2.738782383719e+01,2.887025122975e+39
754,1.571831315188e+01,4.609160595703e+01,3.516511067761e+44
755,1.063138993002e+01,3.283680121169e+01,7.299042251958e+38
756,1.723311513366e+01,2.759188094641e+01,7.041697416676e+43
757,1.664303834738e+01,7.459116609245e+01,7.282269695595e+38
758,1.547257630161e+01,3.391604099506e+01,7.784388178221e+44
759,2.112354221055e+01,4.080702732121e+01,1.204280471946e+45
760,1.336436375559e+01,2.455156778549e+01,7.057109982663e+43
761,1.107860961580e+01,3.247911860220e+01,7.057118132172e+43
762,1.863197123488e+01,3.293479961759e+01,2.889130484141e+39
763,1.776412007019e+01,5.622040523932e+01,2.304962319120e+34
764,1.616290993027e+01,3.272259712328e+01,4.045954797176e+44
765,1.481336701050e+01,4.703775448693e+01,1.071060082849e+44
766,1.661783959871e+01,2.763119783137e+01,4.043812196831e+44
767,1.381489307549e+01,3.137760246507e+01,5.986836248800e+44
768,1.586077168780e+01,5.537007436267e+01,2.801381514121e+44
769,1.266907230417e+01,4.275392594536e+01,4.240146439545e+44
770,1.378211986347e+01,3.231492475564e+01,4.857965968492e+44
771,2.527374596787e+01,5.328218547104e+01,7.057115756262e+43
772,8.224860791908e+00,2.511487294047e+01,7.102410942800e+43
773,2.522027837200e+01,3.424555913988e+01,3.680817519354e+44
774,1.655113803444e+01,4.715866505681e+01,7.057176961353e+43
775,1.662741093764e+01,2.984589729113e+01,1.066236276840e+44
776,2.132561618865e+01,3.772496629134e+01,1.066241516511e+44
777,2.069074100320e+01,7.435348330196e+01,7.065285241007e+44
778,1.566410924675e+01,2.449535303705e+01,4.974175177612e+44
779,1.322172358997e+01,3.154411778651e+01,3.816005139333e+44
780,1.678769506961e+01,4.024315623216e+01,9.446682302854e+44
781,1.003573886696e+01,3.519983815449e+01,1.074117010612e+44
782,1.435329581966e+01,3.023446909335e+01,7.036496729258e+44
783,3.137275163115e+01,5.112416937024e+01,4.242573331364e+44
784,1.662348183061e+01,4.377412280429e+01,1.070887069326e+44
785,1.687330552353e+01,3.799132603610e+01,6.386624464810e+44
786,1.917709504334e+01,2.948275645810e+01,2.801388716428e+44
787,1.455647878018e+01,2.995735691431e+01,3.506415922239e+44
788,1.769110282401e+01,6.062380755054e+01,2.801365054940e+44
789,1.260935134160e+01,2.747971064047e+01,2.973192125986e+44
790,1.486379511189e+01,5.694656165554e+01,1.071810405977e+44
791,1.406558923627e+01,2.760558742811e+01,1.191137517755e+45
792,1.366843728438e+01,2.893449241945e+01,4.241608212266e+44
793,1.893211142657e+01,6.247435063474e+01,1.077308541397e+44
794,1.590411665927e+01,5.011996722030e+01,7.102397540691e+43
795,1.553341626256e+01,5.619267205839e+01,4.241640818070e+44
796,1.528816852474e+01,2.631940642222e+01,1.066243228326e+44
797,1.626505716575e+01,2.926593552425e+01,4.232552629645e+44
798,9.364921525641e+00,5.876076103457e+01,7.057093240240e+43
799,9.736240931224e+00,3.803428948985e+01,3.516505416691e+44
800,1.403925277482e+01,4.350647268728e+01,1.071719139802e+44
801,2.052396684206e+01,4.497537733025e+01,6.210742646483e+44
802,1.509747795989e+01,5.745530298126e+01,1.075096820257e+44
803,1.587835526093e+01,9.942756143198e+01,1.081811217152e+44
804,1.384704432924e+01,3.139655587455e+01,4.232560331166e+44
805,1.644496102919e+01,3.372597635143e+01,1.066240791082e+44
806,1.844704190540e+01,3.528144160073e+01,7.829676619620e+44
807,1.275153418912e+01,2.778604109813e+01,9.405548265901e+44
808,1.604623549486e+01,4.848890252212e+01,1.066247542552e+44
809,1.928483318208e+01,2.702458505153e+01,7.319594264141e+44
810,1.661803553006e+01,4.472823515598e+01,1.872785725638e+44
811,9.992753453113e+00,2.913790216562e+01,1.066237661520e+44
812,1.650501643867e+01,2.851835918348e+01,7.352988001549e+44
813,2.125111873959e+01,2.680703593086e+01,3.516504499401e+44
814,1.512749661049e+01,3.089182948759e+01,3.421408325154e+44
815,1.888016219114e+01,3.111664722732e+01,9.417000778225e+44
816,1.505705210790e+01,8.027521393160e+01,7.308038499171e+38
817,1.216349293893e+01,4.014191558360e+01,7.057247451457e+43
818,3.027411502065e+01,3.111442863107e+01,1.420594829974e+34
819,1.307032174120e+01,3.278396056418e+01,4.865992122715e+44
820,1.916593613766e+01,4.965518878252e+01,7.145148883448e+43
821,2.110192442530e+01,2.841262472925e+01,6.616717780534e+44
822,1.405665591521e+01,3.503492474275e+01,2.785853129253e+44
823,1.278981790020e+01,3.337735224759e+01,1.042518602187e+45
824,1.212310503943e+01,2.905850645561e+01,7.134630135684e+43
825,1.923717292745e+01,6.611196332883e+01,3.401816522185e+44
826,1.080309235872e+01,3.798937701602e+01,1.773307290974e+44
827,1.874625385874e+01,2.944401706470e+01,2.785855028605e+44
828,2.000501677840e+01,6.272558878271e+01,7.789274404492e+44
829,1.472401809078e+01,6.679246907879e+01,2.639181946666e+44
830,1.898358951069e+01,3.250243188494e+01,2.660292838782e+44
831,1.660602880348e+01,6.262913281910e+01,7.027726712751e+44
832,1.382654178934e+01,3.275740044182e+01,4.232572068701e+44
833,1.640499240377e+01,3.342186836538e+01,7.285662397987e+38
834,1.129710062551e+01,5.735121091815e+01,3.506421144894e+44
835,2.010738136010e+01,3.574515540103e+01,6.003050065037e+33
836,2.005453903317e+01,3.202451195249e+01,2.801389524249e+44
837,2.086838791358e+01,3.021026771655e+01,1.166926962942e+34
838,1.672519608190e+01,2.883635928099e+01,1.074297084578e+45
839,1.382084335949e+01,4.000684673272e+01,6.199119094969e+44
840,1.580022342640e+01,3.278068582251e+01,1.119828120664e+40
841,2.236813617102e+01,3.995317684227e+01,4.238894541635e+44
842,1.549282744200e+01,3.464842045385e+01,3.498205877740e+44
843,1.730098430863e+01,2.458488308429e+01,7.057097791184e+43
844,2.718706198221e+01,2.494094737829e+01,1.075557501167e+44
845,1.469657198539e+01,3.879617976966e+01,1.066239260592e+44
846,1.732110602637e+01,4.605988377965e+01,1.086763937163e+45
847,9.670901294478e+00,6.177063838336e+01,6.010452617040e+44
848,1.199575974875e+01,3.345400520024e+01,3.506409781596e+44
849,1.336731242681e+01,8.433841048085e+01,4.232542512580e+44
850,1.401984181503e+01,4.883681386350e+01,5.828356231502e+44
851,1.083296036808e+01,3.161469750314e+01,7.481428676139e+44
852,1.537179768031e+01,2.914037567316e+01,1.044031274253e+45
853,1.346891839838e+01,3.356380251088e+01,7.293810008556e+38
854,1.681263144364e+01,1.820973541955e+01,1.486306593896e+45
855,1.389540186590e+01,4.375751418459e+01,1.652952492832e+45
856,2.171551575316e+01,3.600474457776e+01,6.769101656373e+33
857,2.321622227391e+01,3.781718609829e+01,4.254362122465e+44
858,1.172020893896e+01,3.669597576249e+01,1.791287140901e+45
859,1.596737663057e+01,2.644338438794e+01,3.564005087742e+44
860,2.139572999167e+01,3.963651811336e+01,2.783731291536e+44
861,2.128226562532e+01,4.985454289486e+01,9.468909949674e+44
862,2.012511054145e+01,3.379088654668e+01,2.801378072941e+44
863,1.393855304273e+01,2.982329292574e+01,3.506421341574e+44
864,1.401752756887e+01,4.420455562586e+01,7.057097287453e+43
865,2.276632420216e+01,9.240874705948e+01,1.071054964092e+44
866,2.061799631875e+01,4.703304227834e+01,7.168316791774e+44
867,1.624421689465e+01,3.116392265583e+01,1.147254347692e+45
868,3.729187937581e+01,4.095371012894e+01,2.391379558384e+40
869,1.344457967694e+01,2.921954074929e+01,2.405244522019e+33
