symbol,pc1,pc2,pc3
Cu,-1.2785564216185712e+17,4.9187805312539565e+17,-3.4514799054349176e+16
Db,-1.207927899004521e+17,-2.2716435399907546e+17,-1.601435061465161e+17
Dy,-1.497984200572319e+17,-3.263293209657153e+17,4.7706911505349645e+17
Er,-1.4650100638919952e+17,-3.1840643830223264e+17,4.564308369429604e+17
Es,-1.2115114257973448e+17,-2.282679618499823e+17,-1.6094221756573514e+17
Eu,-1.5072836413789053e+17,-2.95058131050151e+17,4.3932763824205094e+17
F,9.794264093070655e+17,-7.897578021737336e+16,-9.396251947363669e+16
Fe,-1.389821142977688e+17,7.239829915850525e+17,2.3271069956832768e+17
Fm,-1.2522579464193075e+17,-2.3041779423260765e+17,-1.6219626483281197e+17
Fr,-1.2195676812489318e+17,-2.5220791895743942e+17,-5.5407098077244904e+16
Ga,-8.019872442490267e+16,-4.423930732645307e+16,9.706755215839206e+16
Gd,-1.3833051680506574e+17,-3.0600084656493523e+17,3.3168927233720346e+17
Ge,-1.3671725895784811e+17,8.955355361765382e+17,1.1193512359520686e+16
H,-1.4002368793248958e+17,9.860868392971326e+16,-1.167934874079969e+17
He,4.813975055650716e+18,-2.243669544276707e+17,5.129911822845845e+16
Hf,-1.4060357655439125e+17,-1.8819660748970518e+17,1.3223246094491918e+17
Hg,-1.8254925311363416e+16,4.635751932329802e+17,-5.851286081747333e+16
Ho,-1.2841608290090285e+17,-2.489859498866866e+17,-700587187579537.0
Hs,-1.1772995779885626e+17,-2.3275432013787206e+17,-1.6419663052196547e+17
I,-1.1510722966248989e+17,3.036005809414754e+17,-8.746015199438448e+16
In,-1.2723629118811253e+17,-2.338907915952136e+17,-2.7298727221824044e+16
Ir,-1.451568435849136e+17,-4.936262551163523e+16,-3.308421613305235e+16
K,5.009986470049963e+17,-2.5180787893196986e+17,4.492670519191361e+16
Kr,-1.4315530830058016e+16,1.428204258618821e+18,6.729670370233813e+16
La,-1.3921540021851003e+17,-2.2690028787389952e+17,8.396993865480286e+16
Li,-4.873220400660177e+16,-2.6547038256012918e+17,-6.217651172407799e+16
Lr,-1.3043011704381966e+17,-2.3179351232252707e+17,-1.5964146025058976e+17
Lu,-1.4121420303898083e+17,-2.6832066174040166e+17,5.563902239573118e+16
Md,-1.2877423630125816e+17,-2.334654145658613e+17,-1.6137800158648227e+17
Mg,-5.819958920922944e+16,2.386903805641829e+17,-1.133108882865315e+17
Mn,-1.4217240581928208e+17,5.317340627161629e+17,6.847785635691974e+16
Mo,-1.3245661485727496e+17,-4.270504495453853e+16,1.5814098403612048e+17
N,5.479933374009241e+16,8.44327956731276e+17,-2270973158542959.0
Na,1.7248559002923023e+18,-2.6186770249675677e+17,2.8281750197894996e+16
Nb,-1.2711735604495792e+17,-2.3466916048523152e+17,-1.635772705340918e+17
Nd,-1.3702667101000933e+17,-2.953917637002302e+17,2.596296884316746e+17
Ne,1.7369735525486031e+18,-2.2638940520528765e+17,-8.699831074967435e+16
Ni,-1.3281148332390032e+17,7.60208825256323e+16,-3.3940936300861804e+16
No,-1.2462536533155437e+17,-2.309541012628405e+17,-1.5985742737954826e+17
Np,-1.2303060567215546e+17,-2.2858235593333162e+17,-1.6323895412291498e+17
O,1.1416695165996238e+18,6.572029947618551e+17,1.8367661837392536e+16
Os,-1.2167780984565755e+17,-8.654208025346126e+16,9412028757288438.0
P,-1.210887268361201e+17,4.3065738481317466e+17,-6.725563948607548e+16
Pa,-1.2277764358159864e+17,-2.2707796102307914e+17,-1.5968585651450275e+17
Pb,-1.2930543543847418e+17,-3.1021599456973108e+16,-1.199053475056446e+17
Pd,-1.2214555947818968e+17,-2.3650647503696352e+17,-1.620955919436032e+17
Pm,-1.2732172645657288e+17,-2.5473106582140205e+17,-6004777559041231.0
Po,-1.2821014708366368e+17,-1.8752114697213606e+17,-1.522444328606013e+17
Pr,-1.352958807529593e+17,-2.586419288639257e+17,3.1879805769838436e+16
Pt,-1.2265217859168645e+17,4.041709351173818e+16,-8.138311167504923e+16
Pu,-1.2241020055352136e+17,-2.3416456655331603e+17,-1.574304198620409e+17
Ra,-1.1845937377962824e+17,-2.3788473183898147e+17,-7.620768302733795e+16
Rb,-1.0572247110802326e+17,-2.56759351200873e+17,5.561105320591283e+16
Re,-1.3981521996473603e+17,-3.35357824804709e+16,1.5263517119636676e+16
Rf,-1.2375779132663112e+17,-2.362326716165104e+17,-1.6130223200461126e+17
Rh,-1.2920641423772992e+17,-1.993078319822446e+17,-5.942417533252731e+16
Rn,-1.2655818022631816e+17,2.4329441063494268e+16,-1.2717478230934688e+17
Ru,-1.4559354536227382e+17,-1.8890664777930368e+17,9.646126044569691e+16
S,-1.3598537085318613e+17,7.623680739539726e+17,-2.644548473203007e+16
Sb,-1.1750416181488619e+17,4.862027156827193e+16,-1.1638391680350774e+17
Sc,-1.3636717648023611e+17,5.648637060886813e+16,1.8038905958592192e+17
Se,-1.3220638589059578e+17,1.346679398944229e+17,-1.0726022661764869e+17
Sg,-1.1841385723526797e+17,-2.2972949366512496e+17,-1.6052090452229965e+17
Si,-1.3357500189176342e+17,7.624647902690537e+17,-4451836342459937.0
Sm,-1.3828321652771789e+17,-2.796431358787614e+17,1.5912676242782298e+17
Sn,-1.1963035424019907e+17,1.1585789778524843e+17,-8.282972183663912e+16
Sr,-1.348588077274581e+17,-3.4497905117491964e+16,1.6443285427276976e+17
Ta,-1.2411587909568827e+17,-2.253037661033453e+17,9.140122907010248e+16
Tb,-1.2748616908147469e+17,-2.7919699838335658e+17,1.9063662313694582e+17
Tc,-1.3082703680727203e+17,-1.8307094350248618e+17,8.51812403285103e+16
Te,-1.2775236409613882e+17,-4707618370139215.0,-1.3009579553953458e+17
Th,-1.5868913256140003e+17,-3.340829372174419e+17,5.440445767949232e+17
Ti,-1.5113244320702416e+17,-1.7571959504717715e+17,3.4882829740004986e+17
Tl,-1.0998072552003226e+17,-2.0794339266776048e+17,-9.501430326485077e+16
Tm,-1.5055144237079328e+17,-1.2857048183183117e+17,4.05892771857008e+17
U,-1.1923005177327774e+17,-2.376811161866058e+17,-1.6229023691497302e+17
V,-1.3354983981521146e+17,-2.5227043089367213e+17,3.5653056008849754e+17
W,-1.4889557330945408e+17,1.360924644504489e+17,1.6053804406129453e+17
Xe,1.7699770016762765e+17,8.94505742268264e+17,8789116024767278.0
Y,-1.3432544627085472e+17,-2.57685212271455e+17,1.4844944143731416e+16
Yb,-1.3005771134519298e+17,-9.14497918241147e+16,3.036621868415903e+16
Zn,4.2597072101918976e+17,3.616962002683379e+17,-4.89217194573854e+16
Zr,-1.2160348822330386e+17,-2.5481166729443187e+17,3.457486015756597e+16
